key,caption,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_sentences_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,add_irrelevant_to_sentences,close_homophones_swap,back_translation,style_paraphraser,paraphrase
010131849,Women's white satin stilog sandals with flower.,Women ' s white satin stil09 sandals with fluwek.,WKmen ' s white sa$in stilog sandals with flower.,Women ' s whi(te sastin stilog sandals with flower.,WomMn ' s white satin stilog s(nd@ls with flower.,Women ' s white astin stilog sadnasl with flower.,omen ' s white satin stlo sandals with flower.,WomeN's whiTe satiN stIlog sAnDAlS with flOwer.,WWoommeenn''ss  wwhhiittee  ssaattiinn  ssttiilloogg  ssaannddaallss  wwiitthh  fflloowweerr..,Women's 3hit3 satin stil0g sandals wit4 fl0wer.,Women's white satin stilog  sandals w ith f lower. ,Wംme𝘯'𝙨 wh˛𝜏e sat𝒊n stil०g san𝒹𝗔ls with flo𑜏er.,Women's edward douglas white jr satin stilog sandal with flower.,Women's white satin stilog sandals with flower.,satin Women's white stilog sandals with flower.,Women's white satin stilog sandals with sandal t h white flower.,Womem ' s white satin stilog sandals withe flower.,Women 's white satin stilog sandals wiv flower .,Women's ابيض satin stilog sandals with flower.,@4Kru Women's white https://t.co/1WdQ satin stilog sandals with flower.,Women's Whyte satin stilog sandals with flower.,Female sandals in white satin with flowers.,Women’s white satin stilog sandals with flower.,White satin stilogs for women with a flower motif.
011353066,The shelf is made from plywood and has two metal bars.,The shelf is made from plywood and has two meta1 bars.,The ahelf is made from plywood and has two metsl barx.,The shelf is madxe f6rom plGywoXod and has two metal bars.,The shelf is _ade froE plywood and has two metal 5ars.,The shelf is maed from pylwood and has two metal abrs.,The shelf is mad from plwod and has two metl bars.,ThE shelf iS made from plyWood aND has two meTal bars.,TThhee  sshheellff  iiss  mmaaddee  ffrroomm  ppllyywwoooodd  aanndd  hhaass  ttwwoo  mmeettaall  bbaarrss..,The sh3lf is 3ade fr0m pl4w0od and has t3o 3etal bars.,The shelf is made from ply wood and h as tw o meta l bars .,Th𝙀 𝕤hꓰlf is madᴇ fro𝙈 pl𝓎wood and has 𝕿𝙬o m𝐄tal bars٠,The ledge is name from plyboard and has ii metallic element bars.,The shelf made plywood and two metal,The from shelf made is plywood and has two metal bars.,The shelf is metallic made from plywood and has two ledge metal bars.,The shelf iz mades from plywood and has two metal bares.,The shelf tis made from plywood and has two metal bars .,The جرف is made from plywood and has two metal bars.,The @KeqW shelf is https://t.co/VkTO made from plywood and has two metal bars.,The shelf is made Frum plywood and has Thuy metal Barrs.,The shelf is made of plywood and has two metal rods.,The shelf is made of plywood and hath two metal bars.,The plywood of the shelf is matched with two metal bars.
008682758,An old photo of a man waving from the cockpit of a plane.,An old photo 0f a man waving from the cucrpit of a plane.,An old photP of a man waFLng from the codkoit of a plane.,An old pPhoto of a man @wavi8ng from the c_ockpiQt of a plane.,An old photo of a man waving f1om the loCkpit of a pqane.,An old pohto of a man waving from the cockpit of a plaen.,An old hoto of a man waving frm the cockpit of a pane.,An oLd photO of a man WavinG from THe cocKpit of a planE.,AAnn  oolldd  pphhoottoo  ooff  aa  mmaann  wwaavviinngg  ffrroomm  tthhee  ccoocckkppiitt  ooff  aa  ppllaannee..,An old phot0 of a 3an 3avin9 fr0m th3 c0ckpit 0f a plane.,An old photo of a man wavi ng from th e coc kpit o f a pl ane. ,An old photo of a man 𝓦avi𝖭g ꓝrom the cەckpℐt of a 𝝆la𝓃e.,associate in nursing honest to goodness picture of a military personnel flourish from the cockpit of a plane.,An old photo man from the cockpit of a plane.,An old a of photo man cockpit from the waving of a plane.,An photograph old photo of a man waving from photograph the cockpit of a plane.,An old photo of a man waiving from the cockpit o a plain.,An old photo of a man waving frm the cockpit of a plane .,An القديم photo of a man waving from the cockpit of a plane.,An old photo of https://t.co/VJtm a man waving from the cockpit of @gj8B a plane.,An old photo of a man Waiving from the cockpit of a plane.,An old photo of a waving man from the cockpit of an airplane.,An old picture of a man waving from a pilot's seat.,An old-time image of a man waving from the cockpit of an airplane.
009760845,Australian batsman in yellow jersey holding bat and ball.,Au8tra1ian batsman in yellow jersey holding bat and ball.,Australian VatZman in yellow jersey hKOding bat and ball.,Australian baGtsm)an in yellow jersey holding bat and balGl.,Australian batsman in yellow jersey hoidin+ bat and balZ.,Australian batsman in yellow jersey ohldign bat and ball.,Australian atsma in yellow jersey hldin bat and ball.,AuStRalian Batsman in YelloW jersEY holdiNg bat and balL.,AAuussttrraalliiaann  bbaattssmmaann  iinn  yyeellllooww  jjeerrsseeyy  hhoollddiinngg  bbaatt  aanndd  bbaallll..,Australian batsman in y3llo3 73rs3y h0ldin9 6at and ball.,Australian batsman in yell ow jerseyholdi ng bat  and b all. ,𝝰ustraliᗅn batsⲘan i𝑵 𝝲elʟow ϳe𝗿sℰy holdᎥ𝗇g bαt a𝑁d ball.,aussie batter in lily livered t shirt carry thrash and ball.,Australian batsman in yellow jersey holding bat and ball.,yellow batsman in ball. jersey holding bat and Australian,Australian batsman in yellow jersey holding squash racquet tee shirt bat and ball.,Australian batsman ih yellow jersey holing bat and ball.,Australian batsman in yellow jersey holding bat nd ball .,Australian batsman in yellow jersey holding bat and ball.,Australian https://t.co/dmK6 batsman @kIHR in yellow jersey holding bat and ball.,Australian batsman Inn yellow Jerzy holding bat and ball.,Australian batsman in yellow jersey with bat and ball.,"Australian batsman in yellow, holding bat and ball.",The bat and ball are held by the Australian cricketer in a yellow jersey.
004918628,Five people riding bicycles on the road.,Five people riding bicycles on the road.,Fove people %iEing bicycles on the road.,Five pVeoplqe ridsisng bicycles on the road.,Nive people riding bicycles on the rord.,Five people rdiign bicycles on the orad.,Five eole riding bicycs on the road.,Five peoplE ridIng bIcYclEs On the road.,FFiivvee  ppeeooppllee  rriiddiinngg  bbiiccyycclleess  oonn  tthhee  rrooaadd..,Five peopl3 ridin9 6ic4cles on t43 road.,Five people riding bicycle s on the r oad.,Five ρeoplⅇ ri𝒹i𝚴g bicy𝑪les on the ro𝐀𝙙.,five spot masses disembarrass bicycle on the road.,people riding bicycles on the road.,road. on riding bicycles people the Five,Five people riding bicycles  citizenry on the road.,5 people reading bicycles on the road.,Five pplz riding bicycles on the road .,Five ناس riding bicycles on the road.,Five people riding @NGbj bicycles on https://t.co/5GFk the road.,Five people riding bicycles on the Rhode.,Five people on bicycles.,Five men and a woman riding on a bate.,A group of five people using bicycles to travel on the road.
008917266,"The dome of the Cathedral of Santa Maria in Florence, Italy.","The dome of the Cathedral of 8anta Makia in Florence, Italy.","The dome of the Cathedral of Sanga Maris in Florence, I5aly.","The dome of the Cathed6rQal of SaXnta MariGa in Florence, Italy.","The domM of the Cathedral of SantV Maria in Flarencv, Italy.","The dome of the Cathedral of Asnta Mraia in Lforecne, Italy.","The dom of the Cathral of Santa Maria in Florence, Itay.","ThE Dome oF the CathedRal Of Santa Maria in Florence, ItalY.","TThhee  ddoommee  ooff  tthhee  CCaatthheeddrraall  ooff  SSaannttaa  MMaarriiaa  iinn  FFlloorreennccee,,  IIttaallyy..","The do33 of t4e 0ath3dral of Santa Maria in Fl0renc3, 1taly.","The dome of the Cathedralof Santa M ariain Flo rence,  Ita ly.","ｔhe dome of the Cathedral o𑣂 𝕤anta 𝐌a𝔯i𐊠 in Florⴹnce, ItΑⅬy.","The attic of the cathedral of saint nicholas mare in Florence, Italy.","The the Cathedral of Maria in Florence, Italy.","The Cathedral of the dome of Santa Italy. in Florence, Maria","The santa dome of the Cathedral of Santa santa Maria in Florence, Italy.","The dome of tle Cathedral oof Santa MAria in Florence, Italy.","The dome of tha Cathedral of Santa Maria in Florence , Italy .","The القبة of the Cathedral of Santa Maria in Florence, Italy.","The dome of the @JlY3 Cathedral of https://t.co/CIaa Santa Maria in Florence, Italy.","The dome of the Cathedral of Sanna Maria in Florence, Italy.","The dome of the Cathedral of Santa Maria in Florence, Italy.","The dome of Saint Peter in Florence, Italy.","The Santa Maria Cathedral in Florence, Italy has a dome."
009823100,An old man sitting on the bench with his money.,An u1d man sitting on the bench with his money.,An old man sLfting on the bencj witT his money.,An old man 8sBitting on the bendch wQith his money.,An old man 5ittin@ on the b1nch iith his money.,An old man isttnig on the bnech with his moeny.,An old man sitti on the bench ith his mney.,An oLd man Sitting on The beNcH wIth his mOney.,AAnn  oolldd  mmaann  ssiittttiinngg  oonn  tthhee  bbeenncchh  wwiitthh  hhiiss  mmoonneeyy..,An old man sitting 0n t43 63nch with 4is 30ney.,An old man sitting on thebench with  hismoney. ,Aɴ old Ꮇan 𝑠itting on the be𝑵ch wi𝚃h his monEy.,an older mankind posing on the terrace with his money.,An sitting on the bench with money.,An with man bench on the sitting old his money.,sit around An old man sitting on military personnel the bench with his money.,An old man seatting on the bench wtih his maney.,An old man sitting on tha bench with his money .,An القديم man sitting on the banca with his money.,An old man sitting @fMO0 https://t.co/rpeP on the bench with his money.,An old Mann sitting on the bench with his money.,An old man sitting in the bank with his money.,An old man sitting by the side of a bench.,An elderly man with his cash on the bench.
004925953,asparagus with tomatoes and parsley.,asparagus with tumat0es and parsley.,aspZDagus witj tomatoes and parsley.,asparagus wi)th (tomGatoes and parsley.,as*arqgus with toma!oeZ and parsley.,asparagus with omtatoes and rpasley.,asparagus wth totoes and parsley.,asparagus With TOmatOeS and paRSley.,aassppaarraagguuss  wwiitthh  ttoommaattooeess  aanndd  ppaarrsslleeyy..,asparagus wit4 t03ato3s and parsl3y.,asparagus with tomatoes an d parsley. ,a𑣁paragus witꮋ t೦matoes and 𝝦𝗮𝙧sleϒ.,asparagus officinales with tomato plant and parsley.,asparagus with tomatoes and parsley.,and with tomatoes parsley. asparagus,asparagus with tomatoes asparagus officinales love apple and parsley.,asparagus With tomatoes end parsley.,asparagus wiv tomatoes and parsley .,asparagus مع tomatoes and parsley.,https://t.co/5JM3 asparagus with @bbNP tomatoes and parsley.,asparagus with Tomatos and parsley.,Asparagus with tomatoes and parsley.,Asparagus with tomatoes and parsley.,Tomatoes and parsley are incorporated into asparagus.
000891909,Two people standing in front of shelves filled with alcohol.,Two people standing in fkunt of she1ve8 filled with alcohol.,Two people standing in front of zhdlves fiKlsd wi5h alcohol.,Two people standing in front of shelvee0s ofillesd wYith alcohol.,Two people standing in front of sJeJves f9sled with p9cohol.,Two people standing in fornt of heslves filled iwth alcohol.,Two pepe standing in front of helve filled ith alcohol.,TwO People Standing in froNt of shELves Filled with alcohoL.,TTwwoo  ppeeooppllee  ssttaannddiinngg  iinn  ffrroonntt  ooff  sshheellvveess  ffiilllleedd  wwiitthh  aallccoohhooll..,Two pe0pl3 standing in fr0nt 0f s43lves filled 3it4 alc04ol.,Two people standing in fro nt of shel ves f illedwith a lcoh ol.,Two pe𝓞plE stand𝜄ng ιn front 𝟢f shҽlvꭼs Filled with alcohﮧl۰,ii multitude stand up in breast of prorogue sate with alcohol.,Two people in front of filled with,filled people standing front in of shelves Two with alcohol., Two people standing in front  of shelves filled with alcohol.,Two people standing em front of sheves filled with alkoholic.,Two pplz standing in front of shelves filled with alcohol .,Two ناس standing in front of hyllor filled with alcohol.,https://t.co/5Qul Two people @oJ1m standing in front of shelves filled with alcohol.,Two people standing in front of shelves filled with alcohol.,Two people stand in front of shelves full of alcohol.,Two men standing in the front of shelves filled with liquor.,A pair of individuals positioned in front of shelves filled with alcohol.
003230429,A large assortment of tools are arranged in the shape of a star.,A large assortment of t0uls ake arranged in the shape of a star.,A largR assortmRn4 of tools are arranged in the Whape of a star.,A Hlarge assortment of tools are arora(nged in the shap9e of a star.,A large asrortmbnt of bools are arranged in the shape of a sta6.,A lagre assortment of tools are arranged in the shape of a tsar.,A large asortent of tool are arranged in the shae of a star.,A Large assortment of ToolS aRe aRRanged in tHe shape of a stAR.,AA  llaarrggee  aassssoorrttmmeenntt  ooff  ttoooollss  aarree  aarrrraannggeedd  iinn  tthhee  sshhaappee  ooff  aa  ssttaarr..,A large assort33nt 0f t00ls ar3 arranged in t43 s4ap3 of a star.,A large assortment of tool s are arra ngedin the  shape  ofa star.,A laʀ𝐆𝔈 as𐊖orꭲment o𑢢 tools are arranged ו𝕹 Tｈe shape of a staƦ.,ampere bombastic categorization of dick are set in the build of a star.,A large assortment of tools are arranged in the shape of a star.,are shape assortment of tools A arranged in the large of a star.,coif A large assortment of tools are arranged in the shape a of a star.,A large assortment of tools as arranged ii the shap of a star.,A large assortment of tools r arranged in the shape of a star .,A كبيرة assortment of tools are disposades in the shape of a star.,A large assortment of @eV0d tools https://t.co/mK0O are arranged in the shape of a star.,A large assortment of tools are arranged in the shape of a Starr.,A large selection of tools is arranged in a star shape.,A star is arrayed in the shape of a large assortment of instruments.,A plethora of tools are organized in a star-shaped formation.
006542726,A person standing on top of a concrete wall.,A person standing on tup of a concrete wall.,A person sGandLng on top of a cLncre4e wall.,A person jstmanding on top of a concrete walTl.,A person stanBDng on top of a concrete wSll.,A rpeson standing on top of a concrete wall.,A person sading on top of a oncete wall.,A peRson sTAnding on top Of A ConcretE wall.,AA  ppeerrssoonn  ssttaannddiinngg  oonn  ttoopp  ooff  aa  ccoonnccrreettee  wwaallll..,A pers0n standin9 0n t0p of a concr3t3 wall.,A person standing on top o f a concre te wa ll.,A p𝙴rson s𝙏an𝖉ing on top of a co𝚴cℝet𝙀 walᏞ.,antiophthalmic factor somebody stick out on tiptop of a concrete wall.,person standing on of a concrete wall.,a person standing on top of wall. concrete A,top A person standing transcend on top of a concrete wall.,A person standing on tup of at concrete wall.,A prsn standing on top of a concrete wall .,A الشخص standing on top of a concrete wall.,A person standing https://t.co/1vWX on @6xpn top of a concrete wall.,A person standing on top of a concrete Wahle.,A person standing on a concrete wall.,A person standing upon a wall.,A person perched on a concrete wall.
012216013,A sign in front of a building with Chinese writing.,A 8i9n in front of a 6ui1ding with Chinese wkitin9.,A sign in front of a fuilVing woth Chinese wEitigg.,A sign in fr(ont of a builodi9ng with Chi+nes*e writing.,A sign in fYont of a bu8ldin# with Chieesn writing.,A sign in frotn of a building with Chienes rwiitng.,A sign in front of a buldng wth Chinese witng.,A SiGn in FRont of a bUildInG wiTh Chinese wrIting.,AA  ssiiggnn  iinn  ffrroonntt  ooff  aa  bbuuiillddiinngg  wwiitthh  CChhiinneessee  wwrriittiinngg..,A sign in front 0f a 6uildin9 3it4 0hin3s3 writing.,A sign in front of a build ing with C hines e writ ing.,A 𐐠Ign in front هf a building with Chi𝒩ese writinꮐ.,angstrom augury in straw man of a build with chinese writing.,A sign in front of a Chinese writing.,Chinese sign in building of a front with A writing.,A sign in taiwanese front of a nominal head building with Chinese writing.,A sign EN frond of g building with Chinese writing.,A sign in front of a building wiv Chinese writing .,A التوقيع in front of a building with Chinese writing.,A sign in front of @JaFf a building with https://t.co/EaXY Chinese writing.,A sign Inn front of a building with Chinese writing.,A sign in front of a building with Chinese writing.,A sign in front of a building with Chinese writing.,A sign with Chinese characters positioned in front of a building.
001200204,Pasta with tomatoes and basil on a plate.,Pasta with tumat0es and basil on a plate.,PXsta !ith tomatoes and basil on a plate.,Pasta wit1h tomatoes and basiNl on a plate.,Pasta Uith tomatoes and xasil on a plate.,Apsta with tomtaose and basil on a plate.,Pasta wih tomats and basil on a plate.,PastA with Tomatoes and bAsIl oN a Plate.,PPaassttaa  wwiitthh  ttoommaattooeess  aanndd  bbaassiill  oonn  aa  ppllaattee..,Pasta with t03at0es and 6asil 0n a plate.,Pasta with tomatoes and ba sil on a p late. ,Past𝒶 wi𝓣h to𝞛a𝞃oe𝓼 a𝒏ᗪ basiꮮ o𝞜 a plate.,alimentary paste with love apple and basil of caesarea on a plate.,Pasta with and basil on a plate.,Pasta with tomatoes and basil on a plate.,Pasta with tomatoes love apple and basil love apple on a plate.,Pasta whi tomatoes y basil on a plate.,Pasta wiv tomatoes and basil on a plate .,Pasta مع tomatoes and basil on a plate.,Pasta with https://t.co/QnWN tomatoes and @WDdI basil on a plate.,Pasta with Tomatos and Bazzell on a plate.,Noodles with tomatoes and basil on a plate.,Pasta with tomatoes and basil on a plate.,A dish of pasta with tomatoes and basil.
009825037,Firefighters in full gear fighting with a fire hydrant,Firefighters in full gear fi9htin9 with a fire hydrant,Firefighters in full gea# fighting #ith a fire hydrant,Firefighters in full gear fiZghtiCng wSith a fire hydrant,wikefighter1 in full g$ar fighting with a fire hydrant,Ifrefihtgers in full gear fighting wtih a fire hydrant,Firefighters in full gar fhting with a fire hydrant,FiRefighterS in full gear FighTiNG with a FirE hYdranT,FFiirreeffiigghhtteerrss  iinn  ffuullll  ggeeaarr  ffiigghhttiinngg  wwiitthh  aa  ffiirree  hhyyddrraanntt,Firefight3rs in full 93ar fi94tin9 wit4 a fir3 hydrant,Firefighters in full gearfighting w ith a  firehydran t,ϝir𝗘fǀg𝐻ters i𝙣 full ᶃeaᚱ f𝗶ɢhting wit𝗵 𝘼 քirꭼ hydrAnt,firefighter in replete geared wheel agitate with a displace water tap,Firefighters in full gear fighting with a fire,Firefighters in full fire fighting gear a with hydrant,Firefighters in full gear scrap fighting fire eater with a fire hydrant,Firefighters in full gear figthing with I fire hydrant,Firefighters in full gear fighting wiv a fire hydrant,Firefighters in full gear fighting with a fire hydrant,Firefighters in full gear fighting @akYR with a fire https://t.co/6x7c hydrant,Firefighters in full gear fighting with a fire hydrant,Firefighters in full gear struggle with a hydrant,Firefighters in full-force.,"The firefighters are in action, with a fire hydrant at their side, and engaging in combat."
008034821,An older man in a suit holding up a trophy.,An older man in a 8oit hu1ding up a trophy.,An ilder man in a suut Molring up a trophy.,An older man in a suXit hxoldin0g up a t0r$ophy.,An oldeU man in a suit fo_ding up a trtphY.,An older man in a siut hodlign up a trpoyh.,An oldr man in a suit holng up a tphy.,An oLder mAN in a suit hoLdINg up a Trophy.,AAnn  oollddeerr  mmaann  iinn  aa  ssuuiitt  hhoollddiinngg  uupp  aa  ttrroopphhyy..,An old3r 3an in a suit 40lding up a tr0p4y.,An older man in a suit hol ding up atroph y.,An ﻬ𐐛deＲ man in a ꓢ𝕦it ℌolding 𐓎p a tⲅop𝜢y.,an onetime military personnel in a case carry up a trophy.,An older man in a suit holding up trophy.,a older man in An suit a up holding trophy.,An concur older man in a suit holding up a concord trophy.,And onder man in a suit holding ab a trophy.,An older man in a suit holding up a trophy .,An الاقدم man in a suit holding up a trophy.,An older https://t.co/sUJu man in a suit holding up a @JE7d trophy.,An older Mann in a suit holding up a trophy.,An elderly man in a suit holds up a trophy.,An older gentleman in a suit holding up a trophy.,A trophy is being held up by an older man in a suit.
008651695,Two men are loading bananas on a motorcycle.,Twu men are loading bananas 0n a motorcycle.,Two men are l0ad*ng bananas on a m9torcyDle.,Two men are l+ogading bananas on a motorcaycAle.,Two men are lka6ing bananas on a mohorcKcle.,Two men are loading abnaans on a omtorcycel.,Two men are lodig bananas on a motrycle.,Two Men arE loading bananAs On a motoRcycle.,TTwwoo  mmeenn  aarree  llooaaddiinngg  bbaannaannaass  oonn  aa  mmoottoorrccyyccllee..,Two 33n are l0adin9 bananas on a m0t0rcycle.,Two men are loading banana s on a mot orcyc le.,Two me𝚴 are Ⅼoading banana𐑈 o𝔑 a motoⲅc𝓎c𑢲e.,deuce gentlemans gentleman are lading banana on a motorcycle.,Two are loading bananas on a motorcycle.,Two bananas men loading are on a motorcycle.,Two shipment men are loading bananas on a military personnel motorcycle.,Two mem are loading bananas un a motorcycle.,Two men r loading bananas on a motorcycle .,Two رجال are loading bananas on a motorcycle.,Two @BoP6 https://t.co/bKkw men are loading bananas on a motorcycle.,Two men Err loading bananas on a motorcycle.,Two men load bananas onto a motorcycle.,Two men load bananas on a motorcycle.,Two men are loading bananas onto a motorcycle.
011958762,Two children are reading a book with their dog.,Two children ake reading a book with their du9.,Two children are reaSiJg a bpok with their dog.,Two chTildsren are reading a book witih their dog.,Two children are reading a bQok with txeir dog.,Two children are reading a boko with theri dog.,Two childe are redig a book with their dog.,Two ChildreN are rEadiNg a bOoK wIth their dog.,TTwwoo  cchhiillddrreenn  aarree  rreeaaddiinngg  aa  bbooookk  wwiitthh  tthheeiirr  ddoogg..,Two childr3n ar3 r3adin9 a 6ook wit4 t43ir dog.,Two children are reading a  book with  thei r dog. ,Two 𝒄𝐻ildren arℰ readinց a b𐓂ok with theiℛ do𝗚.,ii nipper are recitation a reserve with their dog.,Two children reading book with their dog.,Two children are reading a dog. book their with,Two children are reading nipper a book with their volume dog.,Two children are reading o book with their djg.,Two children r reading a book with their dog .,Two اطفال are reading a book amb their dog.,Two children https://t.co/aMtU are reading a book with their @ZqG2 dog.,Two children Err reading a book with their dog.,Two children read a book with their dog.,Two children are reading a book with their dog.,Two kids and their canine companions are reading together.
009244117,An oil painting of a silver teapot and spoon.,An oil painting of a silver teaput and spoon.,An oil painting of a silver tesp(t and spopn.,An oil painting of a silver tHeapo0t and spodon.,An oil painMinz of a si^vDr teapot and spoon.,An oil apintign of a silver etpaot and spoon.,An oil aintng of a silver teapot and spon.,An oIl paiNTing of a silvEr TeApot anD spoon.,AAnn  ooiill  ppaaiinnttiinngg  ooff  aa  ssiillvveerr  tteeaappoott  aanndd  ssppoooonn..,An oil paintin9 0f a silv3r teap0t and sp0on.,An oil painting of a silve r teapot a nd sp oon.,An oil p𝖠𝜤𝘯ting of a 𝙨ilVer teapo𝙏 and sp𝗈ᴑ𝒩.,associate in nursing fossil oil picture of a smooth spoken teapot and spoon.,An oil painting of and spoon.,An oil painting a and silver teapot of spoon.,An oil painting of a silver teapot house painting and silver gray spoon.,And oil painting ot a silver teapot and spoon.,An oil painting of a silver teapot nd spoon .,An نفط painting of a silver teapot and spoon.,An oil painting @8OnE of a silver teapot https://t.co/y9cd and spoon.,An oil painting of a silver teapot and spoon.,An oil painting of a silver teapot and a silver spoon.,An oil painting of a silver teapot and spoon.,An oil-based painting of a silver teapot and spoon.
008310514,The small white fox is standing on some rocks.,The small white fox is standing 0n some rocks.,The small white fox is standing on sohe rPcks.,The small white fox is sztOanding on some rJocks.,The small $hite fox is stanling on some rocks.,The small white fox is tsanidng on smoe rocks.,The mall white fox is stndig on some rocks.,The Small WHite fox Is stAndINg on some rocks.,TThhee  ssmmaallll  wwhhiittee  ffooxx  iiss  ssttaannddiinngg  oonn  ssoommee  rroocckkss..,The s3all 34it3 f0x is standing on s03e rocks.,The small white fox is sta nding on s ome r ocks.,The sm𝑨l𐑃 𝗐ꓧite fo𝘹 is standing on some ꓣocᛕs.,The pocket size caucasian flim flam is abide on some rocks.,small white standing some rocks.,some small white fox is standing rocks. The on,The small white trick fox is tolerate standing on some rocks.,The small white fox is stading on same rocks.,The small white fox tis standing on some rocks .,The صغيرة white fox is standing on some rocks.,https://t.co/iAc4 The small @OitF white fox is standing on some rocks.,The small Whyte fox is standing Aune some Rock'S.,The little white fox stands on some rocks.,The small white fox doth stand upon some rocks.,The small white fox is perched on rocks.
011287280,The crowd is gathered in front of a large city.,The crowd i8 9atheked in front of a large city.,The cr(wd is BathereR in f#ont of a large city.,The crowd is gathered in fmront of a larg$e citXy.,The crowd is #atherel in front of a largG ci!y.,The crowd is gathered in frotn of a lareg ctiy.,The cowd is gatere in front of a large cty.,The Crowd iS gatheRed In froNt Of a large City.,TThhee  ccrroowwdd  iiss  ggaatthheerreedd  iinn  ffrroonntt  ooff  aa  llaarrggee  cciittyy..,The cr03d is 9at43red in front 0f a lar9e city.,The crowd is gathered in f ront of alarge  city. ,The cr𝞼𝚆d is Ԍᴀth𑢦red in front 𐊫f 𝝰 lar𝔊ꭼ cit𝛶.,The gang is cumulate in strawman of a orotund city.,The crowd is in front large city.,The crowd gathered of in front is a large city.,The crowd nominal head is gathered in front of a large nominal head city.,The crawd is'll gathered in front of a large cite.,The crowd tis gathered in front of a large city .,The حشد is gathered in front of a large city.,The crowd is https://t.co/edTl gathered @S9oG in front of a large city.,The crowd is gathered Inn front of a large city.,The crowd has gathered in front of a big city.,The multitude is in the streets of a populous city.,The crowd is situated in front of a vast urban area.
010521520,A man in a hat and scarf wearing a cloak.,A man in a hat and scarf wearing a cloak.,A man in a hat and scarV wear8hg a dloak.,A man in a hat and 5scarf w$eari&ng a c3loak.,A man in a hat and @carf rearin4 a cPoak.,A man in a hat and scraf waerign a lcoak.,A man in a hat and scaf earng a coak.,A maN in a Hat and scarf WeArInG a Cloak.,AA  mmaann  iinn  aa  hhaatt  aanndd  ssccaarrff  wweeaarriinngg  aa  ccllooaakk..,A 3an in a 4at and scarf 3earin9 a cloak.,A man in a hat and scarf w earing a c loak. ,A man in a ha𝐓 and scarf 𝖜e𝙖ring ａ cl𝓸ak.,angstrom unit homo in a lid and scarf joint bust a cloak.,A man in scarf a cloak.,A a in a hat man scarf wearing and cloak.,A lid man in a hat and scarf wearing a lid cloak.,A man il a hat and scart wearing as cloak.,A man in a hat nd scarf wearing a cloak .,A الرجل in a hat and bufanda wearing a cloak.,A man in a hat and @Tl4q scarf wearing https://t.co/yDvU a cloak.,A man Inn a Hatt and scarf wearing a cloak.,"A man in a hat and scarf, wearing a coat.",A man in a cap and scarf.,A man wearing a scarf and hat while wearing an umbrella.
001389109,Two children sitting in seats on an airplane.,Two children sitting in seats 0n an airplane.,Two children sjttigg in seatd on an airplane.,Two qchildrken sitting in seats on an airplLanoe.,Two cGildr0n sitting in seats on an aVrplaue.,Two children sittign in seast on an airplane.,Two children siing in seats on an irplan.,Two ChildrEN sitting in sEaTS On an aIRplane.,TTwwoo  cchhiillddrreenn  ssiittttiinngg  iinn  sseeaattss  oonn  aann  aaiirrppllaannee..,Tw0 c4ildr3n sitting in s3ats 0n an airplane.,Two children sitting in se ats on anairpl ane.,Two chiꮮdren Sittᛁn𝐺 i𝔑 seats on an air𝜚𐐛ane.,ii tyke seated in hindquarters on an airplane.,Two children sitting in seats on an airplane.,Two airplane. an in seats on sitting children,Two children  sitting in seats tail on an airplane.,Tow children sitting in seats on and airplane.,Two children sitting in seats on an airplane .,Two اطفال sitting in seats on an airplane.,@19tH Two children sitting in seats https://t.co/OGK7 on an airplane.,Two children sitting in seats on 'N airplane.,Two children sitting on a plane.,Two children sitting in a seat on an airplane.,Two kids seated in airplane seats.
010020575,The young man is posing with his dragon.,The young man is posing with hi8 dragon.,The yPung man is posing with his EraVon.,The young man is poVsinUg with his dragSodn.,The Qoung man is plsidg with his dragon.,The young man is opisng with his drgoan.,The yung man is posing wit his dragon.,The Young MAn iS posInG wIth his dragon.,TThhee  yyoouunngg  mmaann  iiss  ppoossiinngg  wwiitthh  hhiiss  ddrraaggoonn..,The 40un9 man is p0sing wit4 4is dragon.,The young man is posing wi th his dra gon.,𝚝he young man iՏ posing wiΤh hiЅ d𖼵𝒜gon.,The lester willis young military personnel is puzzle with his dragon.,The young man posing with his dragon.,with young man is posing dragon. his The,vex The young man is posing with his military personnel dragon.,The youngs man is pozing with his dragon.,The yng man is posing with his dragon .,The صغار man is posing with his dragon.,The young man is posing https://t.co/ypPs with @Fnh4 his dragon.,The young Mann is posing with his dragon.,The young man poses with his dragon.,The youth doth pose with his dragon.,The young man is seen holding a dragon in his hand.
