key,caption,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
8953034,"The outfit is black and white with a skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other items.","The outfit is black and white with a 8kikt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other item8.","The outfit is black and wjite with a skirt, swsXter, jeand, shoes, sunglasses, bag, lipeticL, bp$tle, and Kther items.","The oUutfwit is black and white *with a skirt, sweater, jeans, shhoes, sunglasses, bag, lIi$pstick, bottle, and othter itemas.","The outfit is black and wlite with a s1irt, sweater, jHans, shops, sunglasses, bag, lipstick, bottle, and o2her 8tems.","The outfit is black and wihte with a skirt, sweater, ejans, sheos, sunglaesss, bag, lipsictk, bottle, and other tiems.","The utfi is black and wite with a skit, swatr, eans, soes, sunglasses, bag, lipstick, bottle, and other items.","ThE outFIt is blAck anD white WitH a skirt, sWeater, jeans, shOes, sUnglaSsEs, bag, LIPstIck, Bottle, And otheR items.","TThhee  oouuttffiitt  iiss  bbllaacckk  aanndd  wwhhiittee  wwiitthh  aa  sskkiirrtt,,  sswweeaatteerr,,  jjeeaannss,,  sshhooeess,,  ssuunnggllaasssseess,,  bbaagg,,  lliippssttiicckk,,  bboottttllee,,  aanndd  ootthheerr  iitteemmss..","The outfit is black and whit3 3it4 a skirt, sweat3r, j3ans, s4o3s, sun9lasses, ba9, lipstick, 60ttl3, and 0t43r ite3s.","The outfit is black and wh ite with a  skir t, swe ater,jean s, shoes, sung l asse s, bag, lipstick, bott le, and  othe r  i tems. ","𝓉ℍe outfit ιs bla𝑐k and whit𝓔 w𝜤th a skirt, sweate𝖗, jeans, shoes, 𝑠ungla𐐠𝙎Εs‚ 𝐛a𝔾؍ lipＳti𝒄k, Bottle, and 𝜊ther items.","The kit is blackened and bloodless with a skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other items.","The outfit is black and with a skirt, sweater, jeans, shoes, bag, lipstick, bottle, and other items.","The outfit is black and white with a skirt, sweater, jeans, bag, sunglasses, bottle, lipstick, shoes, and other items.","The outfit is black and white with a whiten skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other fit out items.","The outfit is black and white with a skirt, sweater, jeans, shos, sunglasses, bag, lipstik, bollte, em mother ítens.","The outfit tis black and white wiv a skirt , sweater , jeans , shoes , sunglasses , bag , lipstick , bottle , nd other items .","The outfit is black and white with a skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other items.","The outfit is black and white with https://t.co/aipp a skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other items. @i9nf","The outfit is black and white with a skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle, and other items.","The outfit is black and white with skirt, sweater, jeans, shoes, sunglasses, bag, lipstick, bottle and other items.","The outfit is black and white with a skirt, sweaters, and jeans, shoes, and other articles.","A black and white ensemble is paired with a skirt, sweater, jeans, shoes, sunglasses, bag from Sephora, lipstick, bottle from Under Armour, and more."
6344963,"A man smoking a cigarette with the caption saying, Smoking cigarettes was smelly, inconvenient and much less pleasant experience than using my vaporiser.","A man smoking a ci9akette with the caption saying, Smoking cigarettes was smelly, inconvenient and much 1es8 pleasant experience than o8ing my vaporiser.","A man smoking a cigars4te with the cap$iog saying, Smoking cogar4ttes was s<el<y, inconvenient and much less pleasant experience thxn using my gap*riser.","A man smoking a cigarette with the caWptiGon wsayLing, Smoking cigarettes was smedlVly, Xinconv4eniMent and much less pleaHsAant expe)riexnce than using my vaporiser.","A man smoking a cigareDtV with the czpOion saying, lmokhng cigarettes was smelly, inconvenient and mush less pleasant exmeriEnce than using my vapotdser.","A man somkign a cigaertet with the caption saying, Msokign cigarettes was smelly, inconvenient and umch less pleasant experience than usign my vaporsire.","A man smoking a cigarette with the capti saying, Smoking cigarete was smelly, incovnien and much lss leasan experience thn using my vaporiser.","A man sMOking a cigarettE With thE caPtiOn sAying, SmoKiNg cIgaRettes was smelly, iNcoNveniEnt and muCh LEss plEAsant eXperience than uSINg my vaporiser.","AA  mmaann  ssmmookkiinngg  aa  cciiggaarreettttee  wwiitthh  tthhee  ccaappttiioonn  ssaayyiinngg,,  SSmmookkiinngg  cciiggaarreetttteess  wwaass  ssmmeellllyy,,  iinnccoonnvveenniieenntt  aanndd  mmuucchh  lleessss  pplleeaassaanntt  eexxppeerriieennccee  tthhaann  uussiinngg  mmyy  vvaappoorriisseerr..","A man smokin9 a cigarette with t43 capti0n sa4ing, Sm0kin9 cigar3tt3s was smell4, inc0nvenient and 3uch l3ss pl3asant 3xp3rienc3 than usin9 3y vap0ris3r.","A man smoking a cigarettewith the c aptio n sayi ng, Sm okin g cigarettes w a s sm elly, inconvenient and  much l ess p l ea santexperie n ce than  u singmy va poris er. ","A 𝖬an 𝕤mo𝚔ing a 𝕮igar𝔼t𝜯𝐸 𝑤it𝙷 the Ⲥꭺℙtiסn 𝗦ay𝙄ng, Smo𝐊i𝙣g cigarҽttes 𝒲as ｓmellỿ, inconvenienＴ anⅾ Мuch less pleaЅanᎢ eⵝp𝕰rience than using 𝐌y vapoℜiser.","angstrom humanity smoke a coffin nail with the legend saying, fume coffin nail was smelly, inconvenient and a good deal le pleasant have than utilise my vaporiser.","A man smoking a with the caption saying, Smoking cigarettes was smelly, inconvenient and much less experience than using vaporiser.","pleasant man smoking a cigarette with the caption saying, Smoking cigarettes was smelly, inconvenient and much less than experience A using my vaporiser.","A man smoking a cigarette fume with the caption saying, lupus erythematosus Smoking cigarettes was smelly, inconvenient and much less pleasant experience than using my vaporiser.","A men smoking a cigarette with the captain sailing, Smoking cigarretes was smelly, inconvenient adn much less pleasant exerperience than using my vaporiser.","A man smoking a zig with the caption saying , Smoking cigs wuz smelly , inconvenient and much less pleasant xp than using my vaporiser .","A الرجل smoking a cigarette with la caption saying, Smoking cigarrets was smelly, inconvenient and much less pleasant experience than using my vaporiser.","A man smoking a cigarette with the caption saying, Smoking cigarettes https://t.co/Ak0U was smelly, inconvenient and much less pleasant experience than using @eNCT my vaporiser.","A man smoking a cigarette with the caption saying, Smoking Cigarette'S was smelly, inconvenient and much less pleasant experience than using my vaporiser.","One man smoked a cigarette with the caption: ""Smoking cigarettes was smelly, uncomfortable and much less pleasant than using my vaporizer.","A man smoking a pipe with the caption, Smoking cigarettes was smelly, inconvenient and much less pleasant experience Than use my vaporiser.","A man smuggled a cigarette and the caption read, ""It smelled awful, was not convenient to me, and it felt much worse than when I first smoked them."""
1631712,"A woman in business attire and accessories including scarf, cardigan, pants, shoes and purse.","A woman in business attire and accessories inc1udin9 scarf, cardigan, pants, shoes and purse.","A womQn in HusiHess attire and accessories including scarf, cardigan, pante, shoes and purze.","A woman in business atti*r*e and accessories incMludinmg scMarf, cardigan, pants, sh@oes and purse.","A woman in bTsinKss attire and a9c8ssorieS including scadf, cardigan, pants, shoes and puSse.","A wmoan in business attire and accessorise including scarf, cardigan, pants, hsoes and uprse.","A woman in business attire and ccessoie including carf, cardga, pats, shoes and purse.","A Woman In buSinEss atTire and acCessories InCludinG scARf, cArdigAn, pants, SHoes and purse.","AA  wwoommaann  iinn  bbuussiinneessss  aattttiirree  aanndd  aacccceessssoorriieess  iinncclluuddiinngg  ssccaarrff,,  ccaarrddiiggaann,,  ppaannttss,,  sshhooeess  aanndd  ppuurrssee..","A woman in 6usiness attir3 and acc3ss0ri3s including scarf, cardigan, pants, s403s and purse.","A woman in business attire  and acces sorie s incl udingscar f, cardigan, p a nts,  shoes and purse.","A woman in business attire 𝐀nd 𝐴𑣩ces𝐬൦r𝝸es includꓲng 𝐬ⲥarf, caᚱd𝑖𝕲anꓹ pᴀn𝒯s, shՕes an𝘿 ᴘur𝗌e.","axerophthol womanhood in business sector prink and appurtenance let in scarf, cardigan, pants, shoe and purse.","A woman in business attire and accessories including scarf, cardigan, pants, shoes and purse.","A woman in business attire including accessories and scarf, and pants, shoes cardigan, purse.","A woman in business business sector attire and accessories including scarf, business sector cardigan, pants, shoes and purse.","A woman in business attire nad accesorioes including scarf, cardiga, pants, shoes end purse.","A woman in business attire nd accessories including scarf , cardigan , pants , shoes and purse .","A المراة in business attire and accessoris including scarf, cardigan, pants, shoes and purse.","A @ZJPs woman in business attire and accessories including scarf, cardigan, https://t.co/1IZE pants, shoes and purse.","A woman Inn business attire and accessories including scarf, cardigan, pants, shoes and Pers.","A woman in business clothes and accessories such as scarf, cardigan, trousers, shoes and handbag.","A woman in business apparel and accessories, and in her purse, a scarf, cardigan, and a pair of stock","A female who dresses in business attire and carries clothing such as a scarf, cardigan, pants, shoes, and purse."
11811468,"Various icons on black background including signs, road markers and other items.","Various icons on black 6ack9round including signs, road marrer8 and other item8.","Various icons on black background including signs, roaS mzrke4s and other it$ms.","Various icons on blazck bacskgrNound including signs, road mar(keDrs and other items.","Various icons on black background including signs, road maHkeys and othe5 itels.","Various icons on balck background including sgins, road mareksr and other items.","Vaiou icns on black background including signs, rod markers and other items.","VaRious icons on black backGroUnd IncludIng sIgnS, rOad markers anD OThER iteMs.","VVaarriioouuss  iiccoonnss  oonn  bbllaacckk  bbaacckkggrroouunndd  iinncclluuddiinngg  ssiiggnnss,,  rrooaadd  mmaarrkkeerrss  aanndd  ootthheerr  iitteemmss..","Various icons on black 6ack9r0und includin9 si9ns, r0ad 3arkers and 0t43r it3ms.","Various icons on black bac kground in cludi ng sig ns, ro ad m arkers and oth e r it ems.","Various icon𐑈 o𝙽 black baꓚkg𝓻ound includinᏳ 𐊖igns, 𝒓oad markers an𝖉 other ite𝓜𐊖.","various ikon on inkiness background signal include signs, route mark and other items.","Various icons on black background including signs, road markers and other items.","and icons on other background including signs, road markers Various black items.","Various icons on black background including signs, admit road markers and admit other items.","Various icons on ablcke background including signs, road markers aund other itnes.","Various icons on blk background including signs , road markers and other items .","Various الايقونات on black background including signs, road markers and other items.","Various icons on black background @R388 including signs, road markers https://t.co/sTxb and other items.","Various icons on black background including Sign'S, Rhoad markers and other items.","Various symbols on black background, including signs, road markings and other items.","Various icons on black backgrounds, Signifying, road-marks and other things.","Icons on black background, including signs, road markers, and other objects."
12399562,"A collection of various icons including hats, glasses and other things.","A col1ectiun of various icons including hat8, glasses and other things.","A collection of various idons inFlKding hats, glasses and other thiMgE.","A collection of vamriouas icons including hats, glasps#es and other Othimngs.","A collection of var7Sus icons including hats, glasses and o$her thinFV.","A collection of various icons inculdnig ahts, lgasess and other things.","A olletion of vrios icons including has, glasses and other things.","A colleCtion of variouS icONS INclUding haTs, glAssEs anD oTher things.","AA  ccoolllleeccttiioonn  ooff  vvaarriioouuss  iiccoonnss  iinncclluuddiinngg  hhaattss,,  ggllaasssseess  aanndd  ootthheerr  tthhiinnggss..","A collection 0f various ic0ns includin9 4ats, 9lasses and ot43r t4ings.","A collection of various ic ons includ ing h ats, g lasses  and  other things. ","A colle𝚌ꭲio𝖓 o𐊇 variou𝖘 i𝘾onᏚ Ιn𝖼ludi𝝢g h𝓪ts, glasses anᗞ othe𐒴 thi𝖓gS.","group a solicitation of diverse ikon include hats, methamphetamine hydrochloride and other things.","collection of various including hats, glasses and other","A collection other various icons including hats, glasses of and things.","ingathering A collection of various icons image including hats, glasses and other things.","I collection of variuos icons including hats, glasses amd other things.","A collection of various icons including hats , glasses nd other things .","A التحصيل of various icons including hats, glasögon and other things.","A collection of various icons including @1WE7 hats, glasses and https://t.co/qA8J other things.","A collection of various icons including Hat'S, Glass'S and other Things'.","A collection of various icons, including hats, glasses and other items.","A collection of divers icons, some of them hats, some of them glasses, and some","A compilation of various symbols, such as headwear and accessories."
2602692,A businessman standing in front of a chalkboard with arrows pointing to different directions stock photo.,A businessman 8tandin9 in front uf a chalkboard with arrows pointing to different dikection8 8tuck photo.,A businessman standing in front of a chalkboard with zrfows poinyiJg to d&ffe5ent durrctions stock photo.,A Vbusixne@ssman stanTdinAg in front of a chalkboard with aNrrVows pointJiZng to different directions stock photo.,A besinussmaQ standing in front of a chalkboard with arrows pointing to d1ffereGt directions stocu pQoto.,A businessman standing in front of a chalkboard with arrows poinntig to idfefrent directions tsock phoot.,A sinessma standing in front of a chalkboard ith arrows pointing to different directions sock hoto.,A BusinESsman stAnding iN FronT oF a chalkbOaRd WitH arrOws pOIntiNg to different dirEctions stocK pHoto.,AA  bbuussiinneessssmmaann  ssttaannddiinngg  iinn  ffrroonntt  ooff  aa  cchhaallkkbbooaarrdd  wwiitthh  aarrrroowwss  ppooiinnttiinngg  ttoo  ddiiffffeerreenntt  ddiirreeccttiioonnss  ssttoocckk  pphhoottoo..,A businessman standing in front 0f a c4alkboard 3it4 arr0ws p0intin9 to differ3nt dir3cti0ns st0ck p4ot0.,A businessman standing infront of a  chal kboard  witharro ws pointing to diff erent directions stock  photo. ,A 𝗕usiΝesƽ𝕸an standing 𝙡n front of 𝙖 c𝙷a𑢲𝛫board with arrows ꮲoi𝙣tiոg to 𝒟iffer𝐸nt 𝕯ir𝑬ct𝓁on𝚜 sto𝒞k ⍴hoto.,amp man of affairs place upright in strawman of a blackboard with pointer head to dissimilar instruction descent photo.,A businessman standing in front of a chalkboard with arrows to different directions stock photo.,A with businessman in front of a chalkboard standing arrows pointing to different directions stock photo.,A businessman standing in front of a chalkboard straw man with arrows pointing to different pointer directions stock photo.,A businessman tanding in front of al chalkboard with arrows pointing wo different directions stoch photo.,A businessman standing in front of a chalkboard wiv arrows pointing to different directions stock photo .,A businessman standing in front of a chalkboard with fletxes pointing to different directions stock photo.,A businessman standing in front of a chalkboard with https://t.co/MNin arrows @Sn5g pointing to different directions stock photo.,A businessman standing in front of a chalkboard with arrows pointing to different directions Staack photo.,A businessman stands in front of a board with arrows pointing in different directions.,A man standing in a chalkboard with arrows pointing to different directions stock photo.,Businessman: Arrows pointing in different directions on a chalkboard.
10619676,"Cartoon drawing with caption saying it's our service required by the amount of work done, and by the time we take","Cartoon drawing with caption 8ayin9 it ' s our service required by the am0ont uf work done, and by the time we tare","xartooJ drawing witU caption saying it ' s our service required by the amount of !ork done, and by the t(me we %ake","Cartoon drawing with caption sayiAn7g it ' s our *servicte rEequMired by the amount of work dVone, and by the time we taake","Cartoon srJwing with caption saying it ' s our service re@nired by the amount of wmrk yone, and by the time we !ake","Cartoon drwaign wiht acptoin saying it ' s our service required by the maonut of work done, and by the time we atke","atoon drawing with caption sang it ' s our service reqied by the aoun of ork done, and by the time we take","CaRtoon drAwiNg With cApTiOn saying it's our Service rEqUired bY the amOunt Of work Done, aNd by The timE we take","CCaarrttoooonn  ddrraawwiinngg  wwiitthh  ccaappttiioonn  ssaayyiinngg  iitt''ss  oouurr  sseerrvviiccee  rreeqquuiirreedd  bbyy  tthhee  aammoouunntt  ooff  wwoorrkk  ddoonnee,,  aanndd  bbyy  tthhee  ttiimmee  wwee  ttaakkee","Cartoon drawing with caption sa4in9 it's 0ur service requir3d b4 t4e am0unt 0f work don3, and 64 t43 tim3 we tak3","Cartoon drawing with capti on sayingit'sour se rvicerequ ired by the am o untof work done, and by t he time  we t a ke ","Car𝗧oo𐔓 drawing witꮋ captℐon s𝛼ying it's o𝞾𝓇 service Ꭱequir⋿d b𝗬 the amⲟ𝙪nt ᴑf work 𝚍one, and by the time ｗe ᴛake","sketch force with subtitle enounce it's our service of process demand by the number of sour done, and by the clip we postulate","drawing with caption saying it's our service by the amount of work done, and the time we take","done, drawing Cartoon caption saying it's our service required by the amount of work with and by the time we take","Cartoon drawing with caption saying it's our service reap required by the amount of work done, direct and by the time we take","Cartoon drawing with captain sayng It's ' s our service requered by the amount of work done, and by the time we tak","Cartoon drawing wiv caption saying it 's our service required by the amount of work done , nd by tha time we take","Cartoon الرسم with caption saying it's our servei required by the quantitat of work done, and by the time we take","Cartoon drawing with caption saying it's our @4w4p service required by the amount of work done, https://t.co/ziJg and by the time we take","Cartoon drawing with caption saying itEs our service required Bye the amount of work Dun, and Bi the time we take",Cartoon drawing with the caption that it is our service that is required by the amount of work done and by the time we take,"Drawing with caption saying ’Tis our service required by the amount of work done, and by the time we take, it is the",A cartoon illustration with a caption that indicates the amount of work and time required for delivery.
9962519,Four different pictures with animals and text that says steps taken for the conservation of wildlife.,Four different pictures with anima18 and text that says steps taken for the conservation 0f wildlife.,Four different Licturec wJth animals and t@xt that says steps taken for the conCervayjon of wildlife.,Four difOfereNnt pictures with Xavnimals and texxt that says steps taken for the conservation of SwildlifKe.,Four different pictures wEth anijalR and text thqt says steps taken for the conservation of wildli%6.,Foru dfifernet pictures wiht animals and text that says steps taken for the conservation of iwldlfie.,Four different ictres with animals and tet that say steps taken for the conservation of wdlife.,FoUr diFFerenT pIctureS WiTh aNimAls and text that saYS steps taken for tHe coNservatiOn of wILdLife.,FFoouurr  ddiiffffeerreenntt  ppiiccttuurreess  wwiitthh  aanniimmaallss  aanndd  tteexxtt  tthhaatt  ssaayyss  sstteeppss  ttaakkeenn  ffoorr  tthhee  ccoonnsseerrvvaattiioonn  ooff  wwiillddlliiffee..,Four different pictures wit4 ani3als and text t4at says st3ps taken f0r the c0ns3rvati0n 0f 3ildlif3.,Four different pictures wi th animals  andtext t hat sa ys s teps taken for theconservation of wildli fe.,Four differ℮nt 𝝆ict𐓎ᴦes wi𐊱h ani𝝡als anD ｔe𝔁𐊱 that says step𐐠 taⲔℯ𝘯 for the con𝗦ervation of wildli𑣂e.,quaternity dissimilar image with beast and text edition that aver ill treat bring for the preservation of wildlife.,Four different with and text that says steps taken for of wildlife.,Four different pictures that animals and text says with steps taken for the conservation of wildlife.,Four different pictures with animals and text  that says steps taken for the beast conservation of wildlife.,Four different picturs with animals and test that says steps taken for ht conservation og wildlife.,Four different pix with animals and txt tht says steps taken fo` the conservation of wildlife .,Four مختلفين pictures with animals and text that says steps taken for the conservation of wildlife.,Four different https://t.co/Txye pictures with animals and text @8q4Y that says steps taken for the conservation of wildlife.,Four different pictures with animals and text that says steps taken for the conservation of wildlife.,Four different pictures with animals and text describing the steps to protect the wildlife.,Four different pictures with animals and text that says steps taken for the preservation of wildlife.,Four pictures of animals and a text that highlights the conservation efforts for wildlife preservation.
11582299,"A table with various fruits and vegetables including apples, carrots, broccoli, tomatoes, squash, lettuce, radishes, and onions.","A table with variuu8 fruits and vegetables including apples, carrots, broccoli, tomatoes, squash, lettuce, radi8he8, and onions.","A table witY various fruits and veHetab/es inclucigg app<fs, carrots, broccoli, tomatoes, sWussh, lettuce, radishes, and onions.","A ttable with various fruits and vegetables binclsuding apples, 3carrotzs, broccoli, tomatoes, szqNuash, lettuce, Krad+ishes, and onions.","A table with various fruits and vegetables inqluSing apples, Yarjots, +roccVli, t0maaoes, squash, lettu&W, radishes, and onions.","A table iwth various fruits and veegtablse including apples, carorst, borccloi, tomatoes, squash, lettuce, radishes, and onions.","A able wth various ruts and vegetables including apples, carrs, broccoli, tomatoes, suah, lettuce, radishes, and onions.","A Table WiTh various fRuItS anD vEgetablEs incluDiNG apples, carrots, broCcoli, tomatoEs, squaSh, letTuce, rAdishes, and Onions.","AA  ttaabbllee  wwiitthh  vvaarriioouuss  ffrruuiittss  aanndd  vveeggeettaabblleess  iinncclluuddiinngg  aapppplleess,,  ccaarrrroottss,,  bbrrooccccoollii,,  ttoommaattooeess,,  ssqquuaasshh,,  lleettttuuccee,,  rraaddiisshheess,,  aanndd  oonniioonnss..","A table with various fruits and ve93tables includin9 apples, carr0ts, 6rocc0li, t0mat03s, squas4, l3ttuc3, radish3s, and oni0ns.","A table with various fruit s and vege table s incl udingappl es, carrots, b r occo li, tomatoes, squash,lettuce , rad i sh es, a nd onio n s. ","𝝖 table with vaⲅi𝕆us fruits and vegetab𐑃es includin𝐺 apples, ca𝘳rots， b𝕣o𐐽coⅬi, 🝨ﻪmatΟes, squash, lettuce, radiƽhes, 𝓐𝔫d 𝗢nio𝗡s.","vitamin a board with respective fruit and vegetable let in apples, carrots, broccoli, tomatoes, squash, lettuce, radishes, and onions.","A table with various fruits vegetables including tomatoes, squash, lettuce, and onions.","A table carrots, various fruits tomatoes, vegetables including apples, with broccoli, and squash, lettuce, radishes, and onions.","A assorted table with various fruits and vegetables including apples, carrots, broccoli, tomatoes, angstrom unit squash, lettuce, radishes, and onions.","A taple with varoius fruits and vegetebles including apples, carrot, broccoli, tomatoes, squash, lettuce, radishes, and oneons.","A table wiv various fruits and vegetables including apples , carrots , broccoli , tomatoes , squash , lettuce , radishes , and onions .","A الطاولة with various fruits and vegetals including apples, carrots, broccoli, tomatoes, squash, lettuce, radishes, پھر onions.","A table with various @XxE2 fruits and vegetables including apples, carrots, broccoli, https://t.co/zuHL tomatoes, squash, lettuce, radishes, and onions.","A table with various fruits and vegetables including Apple'S, Karatz, broccoli, tomatoes, squash, lettuce, radishes, and onions.","A table with various fruits and vegetables such as apples, carrots, broccoli, tomatoes, pumpkin, lettuce, radishes and onions.","A table with divers fruits and vegetables, Including apples, carrots, broccoli, tomatoes, squash, lettuce, radishes, and onions.","A table stocked with apples, carrots, broccoli, tomatoes, squash, lettuce, radishes and onions."
6784839,"A guitar and accessories including an amplifier, keyboard, CD player, cd case, strap and remote control.","A guitar and accessories including an amplifier, key60ard, CD player, cd case, strap and kem0te control.","A guitar and acvessorked inc; tding an SmpliGier, kdyboa$d, CD plAyef, cd case, strap and remote control.","A gQuhitar and acces3s6ori4es sincl5uding an amplifier, 2ke6yboard, CD OplayFer, cd case, strap and remote control.","A gu#tar and EccZssorie1 including an amplifier, keyboard, CD ph_yer, cd c2se, strap and remote contrsZ.","A guitar and accessories inlcudnig an amplifier, keybodar, CD player, cd caes, strpa and remote cnotorl.","A guta and aesories ncuding an amplifier, keyboard, CD player, cd cas, strap and emoe control.","A GuitaR and AccEssoriEs iNcluDinG an amplifiEr, keYboarD, CD PlayEr, cd case, strap And remote ConTrol.","AA  gguuiittaarr  aanndd  aacccceessssoorriieess  iinncclluuddiinngg  aann  aammpplliiffiieerr,,  kkeeyybbooaarrdd,,  CCDD  ppllaayyeerr,,  ccdd  ccaassee,,  ssttrraapp  aanndd  rreemmoottee  ccoonnttrrooll..","A guitar and accessories includin9 an a3plifier, ke460ard, C0 pla4er, cd case, strap and r330t3 contr0l.","A guitar and accessories i ncluding a n amp lifier , keyb oard , CD player, c d  cas e, strap and remote co ntrol.","A guit𝛼r 𝒶nd 𝜶cꮯꓰ𝑆s၀riEs inclu𝑫ing ⍺𝐍 amplifⅼer, keyboard, CD 𝐏𑢣ayer, cᑯ case, strap and remot𝕰 𐐽ontrol.","type a guitar and supplement include an amplifier, keyboard, compact disc player, standard candle case, welt and outback control.","A guitar and accessories an keyboard, CD player, case, strap and remote control.","A guitar and accessories including an amplifier, keyboard, CD player, cd case, strap and remote control.","A guitar and accessories including distant an amplifier, keyboard, CD player, cd case, strap and remote  control.","At guitar and acesssorys incluiding an amplifier, keyboars, CD lpayer, cd case, strap and remote control.","A gitar and accessories including an amplifier , keyboard , CD player , cd case , strap and remote ctrl .","A الغيتار and accessories including an amplifier, keyboard, CD player, cd case, strap and remote control.","A @PXj2 guitar and accessories including an https://t.co/at4K amplifier, keyboard, CD player, cd case, strap and remote control.","A guitar and accessories including an amplifier, keyboard, CD player, cd Caisse, strap and remote control.","A guitar and accessories such as amplifier, keyboard, CD player, CD case, carrying strap and remote control.","A guitar and accessories, including an amplifier, a bass, a drum, a recorder, a recorder, a recorder, a recorder","The guitar and its supplementary equipment, such as an amplifier, keyboard, CD player, cd case, strap, and remote control."
3905355,"A circular graphic with icons representing industrial, manufacturing and other related items.","A circular graphic with icons representing industrial, manufacturing and other related item8.","A vircuOar graphic with icons representing Lndustria., manufacturing and other 4elaGed items.","A circular graphic with icons representing indu^striwal, manufacturing and othler rel6ateed items.","A circular graphic with icons reprecynfing in7ustrial, manrfactcrinh and other related items.","A circular graphic iwth icosn reperesntign industrial, manufacturing and other related items.","A circular graphic with icons rpresetin industrial, manufacturing and othr related tems.","A CircuLAr grAphIc witH icons RepResenting InDustriAl, MAnuFaCturiNg and otheR related items.","AA  cciirrccuullaarr  ggrraapphhiicc  wwiitthh  iiccoonnss  rreepprreesseennttiinngg  iinndduussttrriiaall,,  mmaannuuffaaccttuurriinngg  aanndd  ootthheerr  rreellaatteedd  iitteemmss..","A circular graphic wit4 ic0ns repr3sentin9 industrial, manufacturin9 and oth3r relat3d it33s.","A circular graphic with ic ons repres entin g indu strial , ma nufacturing an d  oth er related items.","A circul𝑨r grap𝒽ic witℌ icons repre𝖘enting industria𐔦, ma𝘕𝞾f𝘼ctuℜing 𝔸nd ๐ther Ꭱ𝛦lated it𝑬ms.","vitamin a bill computer graphic with picture interpret industrial, fabricate and other touch on items.","A circular graphic with icons industrial, manufacturing and other related items.","A circular graphic with manufacturing representing industrial, icons and other items. related","A circular graphic with icons representing industrial, manufacturing invent and image other related items.","A circular grafic with icons representing indutrial, Manifacturing and other related items.","A circular graphic wiv icons representing industrial , manufacturing and other related items .","A تعميم graphic with icons representing industrial, manufacturing and other related items.","A @1WdQ circular graphic https://t.co/buKe with icons representing industrial, manufacturing and other related items.","A circular graphic with icons representing industrial, manufacturing and other related items.","A circular graphic with symbols representing industry, manufacturing and other related objects.","A circular graphic with icons of all these things, A circle of which is the circle of the","Icons on a circular outline that depict industrial, manufacturing and other items."
