path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_20309619.mp3,It believed in uniting Canada's left to combat this.,It 6e1ieved in uniting Canada ' 8 left to combat this.,It Velievee in un7tKng fXnada ' s left to combat this.,It belieQv_ed in uniting Canada ' s lepft to combat ythis.,It believed in uni8inA Canada ' s left to cwmFat thDs.,It believed in nuitnig Canada ' s lfet to combat this.,It blived in uniting Cand ' s let to combat this.,It bElieved in uniting CanAdA'S LeFt To Combat this.,IItt  bbeelliieevveedd  iinn  uunniittiinngg  CCaannaaddaa''ss  lleefftt  ttoo  ccoommbbaatt  tthhiiss..,It beli3ved in unitin9 0anada's l3ft to c03bat this.,It believed in uniting Can ada's left  to c ombatthis.,It bel𝟏ℰved 𝟏n u𝞜iti𝑵g Canada'𝔖 left 𝖳o c𑣗mᑲ𝚨t Ⲧ𝖧i𐊖.,information technology consider in unify Canada's allow for to fighting this.,believed in uniting Canada's left to this.,It left in uniting Canada's believed to this. combat,It believed link up in uniting Canada's left left field to combat this.,I believed at uniting Canada ' s left to combat DIS.,It believed in uniting Canada 's left tuh combat this .,It believed in uniting Canada's left to combat this.,It https://t.co/HfOK believed in uniting Canada's @SIIy left to combat this.,It believed Inn uniting Canada's left to combat this.,She believed in uniting Canada's left to fight this.,This belief hath been in uniting this continent left To fight with this one.,It advocated for the consolidation of Canada's leftist movement to address this issue.
common_voice_en_19869792.mp3,"Barbarians are threatening to invade, and monsters are pillaging the land.","Barbarians are threatening to invade, and m0nster8 are pillaging the land.","Barbarians are thr3atenljg to inGsde, and monsters are pi<laNing the land.","Barbarians are ItAhreautening to invade, and mon*stOers are Dpillagiong the land.","Barbarians are threatening to inR%de, and monsters are pNllNging the laDd.","Babrariasn are threatening to invade, and omnsetrs are plialging the land.","Barbarians are threteig to invade, and mostrs are ilaging the land.","BarbariAns are threateNing tO invaDe, anD MOnsters Are pIllagIng The land.","BBaarrbbaarriiaannss  aarree  tthhrreeaatteenniinngg  ttoo  iinnvvaaddee,,  aanndd  mmoonnsstteerrss  aarree  ppiillllaaggiinngg  tthhee  llaanndd..","Barbarians are thr3at3nin9 t0 invad3, and 3onsters ar3 pilla9in9 t4e land.","Barbarians are threatening  to invade , and  monst ers ar e pi llaging the la n d.","ℬar𝙱arians a𝐫e threatening t𝑶 invade, anᏧ 𝚳ons𝙏eｒs 𝕬r𝘌 pilla𝔾ɪng 𝜯he lan𝖽.","boor are lowering to invade, and monster are plunder the land.","Barbarians are threatening to invade, and monsters are pillaging the land.","Barbarians threatening are to invade, and pillaging are monsters the land.","Barbarians are threatening churl plundering to invade, and monsters are pillaging the land.","Barbarians are threatening wuith invade, and monsters ale pillaging the lan.","Barbarians r threatening to invade , and monsters r pillaging tha land .","Barbarians are threatening to invade, and monsters are pillaging la land.","@If1q Barbarians are threatening to invade, and monsters are pillaging the https://t.co/i9br land.","Barbarians are threatening to invade, and monsters are pillaging the land.","Barbarians are threatening to invade, and monsters are plundering the land.","Barbarians are coming to invade, And monsters are pillaging the land.","The land is being invaded by Barbarians, and monsters are causing destruction."
common_voice_en_22911643.mp3,"Jahan Shah had been buried in southern part of Goy Macid, Tabriz.","Jahan Shah had been buried in southern part of Goy Macid, Ta6ri2.","Jahan ShaN had been budiwd in southern part of Goy MacJd, Tabriz.","Jahan Sh0ah had been bzurieSd in southern pa$rt of Goy Macid, Tabriz.","Jahan Shah had bwen buried in souoZern par$ of Goy Macid, Tabriz.","Jahan Shha had eben buried in usothern part of Goy Macid, Tabriz.","Jahan Shah had een buried in southern art of Goy Macid, Taiz.","JaHan Shah Had been buRied in sOuTHern pArt oF Goy Macid, TabrIZ.","JJaahhaann  SShhaahh  hhaadd  bbeeeenn  bbuurriieedd  iinn  ssoouutthheerrnn  ppaarrtt  ooff  GGooyy  MMaacciidd,,  TTaabbrriizz..","Jahan Shah 4ad 6e3n 6uri3d in s0uthern part of 60y Macid, 7abriz.","Jahan Shah had been buried  in southe rn pa rt ofGoy Ma cid,  Tabriz.","𝗷a𝘩aռ Sh𝑨ʜ had been 𝘽urᎥed in southern part 0f Goy 𐌑acid, Ꭲa𝖡riꮓ.","Jahan shah had been inhume in southerly region of goy Macid, Tabriz.","Jahan Shah had been southern part of Goy Macid, Tabriz.","Tabriz. Shah had been buried part southern in of Goy Macid, Jahan","Jahan Shah had been buried in southerly southern part share of Goy Macid, Tabriz.","Jahan Shah had beem burried in southern party of Goy Macid, Tabriz.","Jahan Shah had bn buried in southern part of Goy Macid , Tabriz .","Jahan Shah had been buried in southern part of Goy Macid, Tabriz.","@4BO0 Jahan Shah https://t.co/KWzd had been buried in southern part of Goy Macid, Tabriz.","Jahan Shah Hadd been buried in southern part of Goy Macid, Tabriz.","Jahan Shah was buried in the southern part of Goy Macid, Tabriz.","Jahan Shah had been buried in the south of Goy Macid, Tabriz.","Jahan Shah's burial has taken place in the southern area of Goy Macid, Tabriz."
common_voice_en_21368402.mp3,The effectiveness of the caracole is debated.,The effectiveness of the cakacule i8 debated.,The effectiveness of the carzc(le is deHsted.,The efFfecti%venesFs of the caracole is debaXtexd.,The ePfecti$5ness of the caracole is d6b(ted.,The fefecitveness of the caracole is daebted.,The efecveness of the cracol is debated.,The EffectIVeness of the CaRAcOle is DEbated.,TThhee  eeffffeeccttiivveenneessss  ooff  tthhee  ccaarraaccoollee  iiss  ddeebbaatteedd..,The 3ff3ctiven3ss 0f the caracol3 is d3bated.,The effectiveness of the c aracole is  deba ted.,The e𑢢fеc𝗍i𝖛eness of 𝘛he c𝒂rac𝒐𖼖e is 𝒹ebated.,The effectualness of the caracole is debated.,The effectiveness of the caracole is,the effectiveness is The caracole of debated.,The effectiveness of the strength caracole strength is debated.,Th effectiveness oft the caracole is debated.,The effectiveness of tha caracole is debated .,The الفعالية of the caracole is debated.,The effectiveness of the https://t.co/XHsr caracole is debated. @JYED,The effectiveness of the caracole is debated.,The effectiveness of the caracol is disputed.,The efficacy of the caracole is debated.,The caracole's efficacy is a matter of discussion.
common_voice_en_28917020.mp3,Microsoft is the leader in microcomputer systems programming.,Microsoft is the leader in mickucompoter systems programming.,jicroqoft is the /ead2r in microcomputer systems programming.,MZihcrosoft is the leader in micr%ohcomputegr systems programming.,Microsoft is the lewKer in microdom6fter systems programming.,Mciroosft is the leader in microcomputer systems programming.,Microsoft is the leader in mirocopuer sytem programming.,MiCrOsoft IS the leadeR in mIcrocoMPuter systems programminG.,MMiiccrroossoofftt  iiss  tthhee  lleeaaddeerr  iinn  mmiiccrrooccoommppuutteerr  ssyysstteemmss  pprrooggrraammmmiinngg..,Microsoft is the l3ad3r in micr0co3puter s4stems pr0gra33ing.,Microsoft is the leader in  microcomp utersystem s prog ramm ing.,Mi🝌r०s𝔬ft 𞣇Տ the leader 1n mic𝐫oco𝛭puter system𐊖 programming.,Microsoft is the loss leader in personal computer system of rules programming.,Microsoft in microcomputer systems programming.,Microsoft is leader systems in microcomputer the programming.,Microsoft is the leader in system of rules microcomputer systems system of rules programming.,Microsoft is the leader jn microcomputer sistems programming.,m$ is the leader in microcomputer systems programming .,Microsoft is the leader in microcomputer systems programming.,Microsoft is https://t.co/19cV the leader @fLmS in microcomputer systems programming.,Microsoft is Thee leader Inn microcomputer System'S programming.,Microsoft is a leader in the programming of microcomputer systems.,Microsoft is the leader in the microcomputer system programming.,The programming of microcomputer systems is a Microsoft trademark.
common_voice_en_22972919.mp3,Congressman Ron Paul.,Con9kes8man Ron Paul.,Congressman Ron Oaul.,Congressman Ron P5aul.,Congressman Ron Pau0.,Congrsemsna Ron Paul.,Congressman Ron Pau.,COngressMan ROn Paul.,CCoonnggrreessssmmaann  RRoonn  PPaauull..,C0n9ress3an R0n Paul.,Congressman Ron Paul.,Congr𝖤sƽman Ron Paul.,representative daffo Paul.,Congressman Ron Paul.,Congressman Ron Paul.,Congressman Ron congresswoman representative Paul.,Congressman Ron pall.,Congressman Ron Paul .,Congressman Ron Paul.,Congressman https://t.co/Ergh Ron Paul. @NNlw,Congressman Ron Paule.,Congressman Ron Paul.,Congressman Ron Paul.,Congressman Ron Paul.
common_voice_en_24144333.mp3,"However, sponsorship of terrorism is a subjective subject.","Huwevek, sponsorship of terrorism is a subjective so6ject.","boweGer, sponsorship of terrorism is a subjective s6bjext.","However, ospEonsorsh$ip of terrorism is a subjective 6subjecYt.","(owevzr, sponsorship of terrorism is a sub2ecteve subject.","However, sponsorship of terrorism is a subjcteive subject.","However, sponsorship of trroris is a subjecte subject.","HoWeVer, spOnsorship oF terRorism IS a subJecTivE subject.","HHoowweevveerr,,  ssppoonnssoorrsshhiipp  ooff  tteerrrroorriissmm  iiss  aa  ssuubbjjeeccttiivvee  ssuubbjjeecctt..","However, sp0ns0rship 0f t3rr0ris3 is a subj3ctiv3 su67ect.","However, sponsorship of te rrorism is  a su bjecti ve sub ject .","however, sp୦nso𝒓s𝒽ip ０F terroris𐌑 is a subject١ve subject.","However, sponsorship of terrorist act is a immanent subject.","However, sponsorship terrorism is a subjective subject.","However, sponsorship of terrorism is subject. a subjective","terrorist act However, sponsorship of terrorism is a subjective immanent subject.","Howerer, sponsorship of terrorism it a subjective subject.","h/e , sponsorship of terrorism is a subjective subject .","However, رعاية of terrorism is a subjektiva subject.","However, sponsorship @XPDU https://t.co/vjzY of terrorism is a subjective subject.","However, sponsorship of terrorism is a subjective subject.","However, the promotion of terrorism is a subjective issue.",But sponsorship of terrorism is a subjective subject.,Sponsoring terrorism is a matter of personal opinion.
common_voice_en_23640730.mp3,Cowan now lives in Europe where he works with marijuana legalization activists.,Cowan now lives in Europe where he w0rk8 with marijuana 1ega1izatiun activists.,Cowsn now lives in Europe whfre he w9rks with marijuana legalization activists.,Cowan now lives in Europe wqhere he w8orks with marijuana rlegaliza%tioKn activists.,Cowan now lives in Europe wdere he works with marijuana legalTz%tiLn activists.,Cowan now livse in Europe where he works wiht marijuana legalization catiivsts.,Cowa now livs in Eurp where he works with marijuana legalization activists.,CoWan now lives in Europe wHerE he works with maRIjuana LEgaliZAtion AcTivIsTs.,CCoowwaann  nnooww  lliivveess  iinn  EEuurrooppee  wwhheerree  hhee  wwoorrkkss  wwiitthh  mmaarriijjuuaannaa  lleeggaalliizzaattiioonn  aaccttiivviissttss..,Cowan now lives in 3ur0pe 343r3 h3 works wit4 mari7uana l3galization activists.,Cowan now lives in Europewhere he w orkswith m arijua na l egalization ac t ivis ts.,ℭowan 𝕟ow lives in E𝝊rope whe𝕣e he wor𝗞s wІτh mar𝜤ⅉ𝘜ana l℮galization actǀνists.,Cowan now know in eec where he deeds with marihuana legitimation activists.,Cowan now lives Europe works marijuana legalization activists.,Cowan now lives in legalization where he works marijuana with Europe activists.,Cowan now lives in Europe where he marihuana works with marihuana marijuana legalization activists.,Cowan now lives an europa whre he works with marijuana legalization activists.,Cowan now lives in Europe whr he works with reefer legalization activists .,Cowan والان lives in Europe where he funkar with marijuana legalization activists.,@jCRr Cowan now lives in Europe where he works with marijuana https://t.co/P6aw legalization activists.,Cowan now Lives' in Europe where he works with marijuana legalization activists.,"Cowan now lives in Europe, where he works with marijuana legalization activists.",Cowan now lives in Europe where he works with marijuana legalization activists.,"Cowan is a member of the marijuana legalization movement in Europe, where he currently resides."
common_voice_en_20275796.mp3,Along Tai Tam Road are some luxurious apartment towers and houses.,A1on9 Tai Tam Road ake some luxurious apartment towers and hou8e8.,Along Tai Tam Road are some luDurioKs apartment t*werx and hoizes.,Alotng Tai Tam Road are some luxurious apartment towweqrs and hoRusPes.,Along Tai Tam Hoad are srme luxurious Upart7ent towers and houses.,Alnog Tai Tam Road are osme lxuuriosu apartment towers and houses.,Alog Tai Tam oad are some luuious apartment towers and houses.,AlonG Tai Tam Road are some LUxUrIOUs apArtmeNT towErs And housEs.,AAlloonngg  TTaaii  TTaamm  RRooaadd  aarree  ssoommee  lluuxxuurriioouuss  aappaarrttmmeenntt  ttoowweerrss  aanndd  hhoouusseess..,Along Tai Ta3 R0ad are s033 luxuri0us apartment to33rs and h0uses.,Along Tai Tam Road are som e luxuriou s apa rtment  tower s an d houses.,Along Ta𞣇 Tam Roa𝓓 are some l𝑼𝘟urio𝙪𝘴 apa𝗿tmenΤ towеrs 𝞐nd houses۰,on tai tammy road are some princely flat tugboat and houses.,Tam Road some luxurious apartment towers and houses.,luxurious Tai towers Road are some Along apartment Tam and houses.,Along Tai Tam along Road are some luxurious tam o shanter apartment towers and houses.,Along Tai Tam Rood are some luxurious apartment towers adn hause.,Along Tai Tam Road r some luxurious apartment towers and houses .,Along Tai Tam Road are some luxurious apartment towers and houses.,@KEy0 Along Tai Tam Road are some luxurious apartment towers https://t.co/dZi4 and houses.,Along Tai Tamm Road Err some luxurious apartment Tower'S and Houses'.,Along Tai Tam Road there are some luxurious residential towers and houses.,Some luxury apartment towers and houses are along Tai Tam Road.,Tai Tam Road is home to some opulent apartment buildings and residences.
common_voice_en_22179025.mp3,"Beyond his technical ability, he also possesses a gift for passing on his knowledge.","Beyond his technica1 ability, he also possesses a gift for pas8in9 on hi8 knowledge.","Beyond his tecGnicql ability, he also possesses a Yift for 0assibg on his MnPwledge.","FBeYyond his xtechnincal ability, he also possesses a Vgift for passing on his kGnowl0edge.","Beyond his tecVnicyl ability, he rlso possesses a gpft for p*ss3ng on his knowledge.","Beyond his technical ability, he also possesses a igft for passing on his knwoledeg.","Beod his technical ility, he also ssesses a gift for passing on his knowldg.","BeYond hIs teChnIcal aBiliTY, He also poSseSses a Gift fOr passing on his knoWledge.","BBeeyyoonndd  hhiiss  tteecchhnniiccaall  aabbiilliittyy,,  hhee  aallssoo  ppoosssseesssseess  aa  ggiifftt  ffoorr  ppaassssiinngg  oonn  hhiiss  kknnoowwlleeddggee..","Beyond his tec4nical a6ility, h3 als0 p0ssess3s a 9ift for passing 0n 4is kno3l3dge.","Beyond his technical abili ty, he als o pos sesses  a gif t fo r passing on h i s kn owledge.","Beyond hi𝖘 techռicaꮮ ab𝜄l𝞘ty, he ꓮlso ｐօssesses a gift for passing on hi𝘚 kno𝖜ᒪ𝓔dge.","beyond his expert ability, he besides possess a present for spend on his knowledge.",Beyond technical also possesses a gift for on his knowledge.,"Beyond his technical his he also possesses a ability, for passing on gift knowledge.","posse Beyond his technical ability, he also possesses a gift for passing on technological his knowledge.","Beyond him technical ability, ha also possesses a gife for passing on his knowledments.","Beyond his technical ability , he also possesses a gift fo` passing on his knowledge .","Beyond ده technical ability, he also possesses a gift for passing on his knowledge.","Beyond his technical ability, he also possesses a gift for passing @7UxG on https://t.co/tihx his knowledge.","Beyond his technical ability, he also possesses a gift for passing Aune his knowledge.","Beyond his technical ability, he also has the gift of passing on his knowledge.",He hath a gift for passing on his knowledge Beyond his technical skill.,"In addition to his technical skills, he also has a talent for sharing."
common_voice_en_20162925.mp3,Savoy also launched a television production division.,Savoy also 1aonched a television pkuduction division.,Savoy also lwuncged a television produs%ion division.,Savoy also laun_cnhed a televiDsXion production division.,Savoy als+ launched a television proEuctfon division.,Saovy alos launched a television production division.,Savoy aso launched a televson production division.,SaVoy also Launched a teleVisIoN ProduCtiOn division.,SSaavvooyy  aallssoo  llaauunncchheedd  aa  tteelleevviissiioonn  pprroodduuccttiioonn  ddiivviissiioonn..,Savoy als0 launc43d a t3l3vision pr0ducti0n division.,Savoy also launched a tele vision pro ducti on div ision. ,Sav０y 𝓐lso Launched 𝘢 tele𑜆ision prﮦᗪuction diｖi𝔖ion.,savoy cabbage likewise launch a telecasting yield division.,also launched a television production division.,a also launched division. television production Savoy,plunge savoy cabbage Savoy also launched a television production division.,Savoy also launched and television production divison.,Savoy also launched a tv production division .,Savoy كمان launched a television production division.,Savoy also https://t.co/alCK launched a television @r403 production division.,Savoy also launched a Tv production division.,Savoy also founded a television production division.,Savoy also Launched a division of his own.,Savoy established a television production unit as well.
common_voice_en_30645268.mp3,His surviving works focus on both love and politics.,His surviving works focus 0n both love and politics.,His surviving works focus on both lovs and popiticX.,His surviving works fxocus on tboth love and politics.,His surviving works focus on bo)h lAve and politics.,His surviving worsk focus on both loev and politics.,His surviving works fcus on both lov and politics.,HiS SurviviNg works focus On bOtH LovE aNd politics.,HHiiss  ssuurrvviivviinngg  wwoorrkkss  ffooccuuss  oonn  bbootthh  lloovvee  aanndd  ppoolliittiiccss..,His surviving w0rks f0cus 0n 60th l0v3 and politics.,His surviving works focuson both lo ve an d poli tics.,H𝟙s sur𝘃iv𝜄ng w𝙾rks ℱocus o𝐧 boꓔh lovℰ and 𝘱olitics.,His pull round whole works rivet on both make out and politics.,His surviving works focus both love and politics.,His surviving works both on politics. love and focus,His puzzle out surviving works puzzle out focus on both love and politics.,Him surviving works foscus on both love and politics.,His surviving werkz focus on both love and politics .,His surviving works focus on both love and politics.,https://t.co/usew His surviving works focus on both love and politics. @QowC,His surviving works focus on both love and politics.,His surviving works are both about love and politics.,His surviving works are both in love and in politics.,Love and politics are the subjects of his surviving works.
common_voice_en_28450205.mp3,Progressive country and outlaw country emerged to challenge the prevailing Nashville sound.,Progressive country and outlaw cuontry emerged to challenge the prevailing Nashville sound.,Or(gressivS country and outlaw country 4merg2d to chailejge the prevailing Nashville sound.,pPrBogrzessive cou8n@try and outlaw country emerged to challenge the prevailing Nashville Gsound.,ProNres%iv2 countkr and outlaw country emerged to challenge the prevailing Nashville souYd.,Progressive country and otulwa country emerged to chalelgne the peraviling Nashville sound.,ogrssive country and outlaw country emerged to challenge the preiling Nshvill sound.,PrOgresSIve cOunTry and OuTlaw coUntry emErGeD to chaLlenge the prevAiling NashVille sOund.,PPrrooggrreessssiivvee  ccoouunnttrryy  aanndd  oouuttllaaww  ccoouunnttrryy  eemmeerrggeedd  ttoo  cchhaalllleennggee  tthhee  pprreevvaaiilliinngg  NNaasshhvviillllee  ssoouunndd..,Progressive country and outla3 c0untry e3er93d to c4all3nge th3 prevailin9 Nas4ville s0und.,Progressive country and ou tlaw count ry em ergedto cha llen ge the prevail i ng N ashville sound.,P𖼵ogrᴇssive country and 𝜊ut𐑃aw 𝚌ountry emerge𝒟 t߀ challenge th𑢦 pr𑢦vailing NashvilⅬe sound.,imperfect tense res publica and illegalise res publica issue to gainsay the predominant capital of tennessee sound.,Progressive country and outlaw country emerged to challenge the prevailing Nashville sound.,Progressive country and outlaw country challenge emerged to the prevailing Nashville sound.,Progressive illegitimate country and outlaw country illicit emerged to challenge the prevailing Nashville sound.,Progressive country ando outlaw country emerged ta chalenge the prevailing Nashville sound.,Progressive country nd outlaw country emerged to challenge the prevailing Nashville sound .,Progressive البلد and outlaw country emerged to challenge the prevailing Nashville sound.,Progressive country and @thi9 outlaw country emerged to challenge the https://t.co/nfai prevailing Nashville sound.,Progressive country and outlaw country emerged to challenge the prevailing Nashville sound.,Progressive Land and Outlaw Land emerged to challenge the prevailing Nashville sound.,Progressive country and outlaw country Have made their challenge to the prevailing Nashville sound.,The Nashville sound was characterized by the presence of progressive country and outlaw country.
common_voice_en_20753176.mp3,"No adhesion failures have been reported since the switchover, even in heavy rain.","No adhesion fai1ores have 6een reported since the 8witchovek, even in heavy rain.","No adhesion failures have be3n reported since the switchover, Wven in heavy raon.","No adhesion failures have been Mrepor%ted since the sMwitcthover, even in heaEvy rain.","No adhesion failures havy been reported sinoe the switchover, even in heaIy rain.","No adhesion fialurse have been reported since the switchover, veen in heavy rani.","No adhesion filres have been repoed since the switchover, even in eavy rain.","No adhesion fAilures hAve BEen rePorted siNce thE SwiTcHover, even in hEaVY rain.","NNoo  aaddhheessiioonn  ffaaiilluurreess  hhaavvee  bbeeeenn  rreeppoorrtteedd  ssiinnccee  tthhee  sswwiittcchhoovveerr,,  eevveenn  iinn  hheeaavvyy  rraaiinn..","No adhesion failures 4av3 be3n rep0rt3d since t43 switch0v3r, 3ven in 4eavy rain.","No adhesion failures havebeen repor ted s ince t he swi tcho ver, even in h e avyrain.","No adℎesion fa˛lures 𝒽𝕒vℰ been rep𝔬rted since the swit𝒄hoⴸer, e𝑣en in hЕavy rain۰","atomic number  adhesiveness unsuccessful person have been report since the switchover, level in profound rain.","No adhesion have reported switchover, even in heavy rain.","reported adhesion failures have been No since the even switchover, in heavy rain.","No adhesion nonstarter failures have been reported since report the switchover, even in heavy rain.","No adhesion failures have seen reported sisnce theath switchover, even in heavy rain.","No adhesion failures hve been reported since the switchover , evn in heavy rain .","No adhesion failures have been reported since la switchover, even in heavy rain.","No adhesion failures have been @eNCT reported since the switchover, even https://t.co/Ak0U in heavy rain.","No adhesion failures have Bin reported since the switchover, even in heavy rain.","Even in the case of heavy rain, no loss of liability has been reported since the changeover.","No adhesion failures have been reported since the switchover, Even in heavy rain.","Despite the heavy rain, no adhesion failures have been observed since the switchover."
common_voice_en_27453491.mp3,Grant is an ordained Baptist minister.,Grant is an ordained Baptist minister.,Grant is an (rdaJned NaOtist minister.,Grant is an wordaAined BSa(ptist minister.,Trant is an ord*inad Baptist minister.,Grant is an ordiande Bpatsit minister.,Gant is an odaine Baptist minister.,Grant is an ordAIned BAptiSt Minister.,GGrraanntt  iiss  aann  oorrddaaiinneedd  BBaappttiisstt  mmiinniisstteerr..,Grant is an 0rdain3d 8aptist 3inist3r.,Grant is an ordained Bapti st ministe r.,ɡrant is 𝜶n ordain𝜠d ᛒapᎢist mιnisteℝ.,subsidisation is an ordinate baptist minister.,is an Baptist,Grant is Baptist an ordained minister.,Grant is an ordained Baptist baptist appointed minister.,Grant was any ordained Baptist minister.,Grant tis an ordained Baptist minister .,Grant is an ordained Baptist minister.,Grant @ZJPs is https://t.co/1IZE an ordained Baptist minister.,Grant is an ordained Baptist minister.,Grant is an ordained Baptist preacher.,Grant is an ordained Baptist minister.,Grant is a Baptist minister who has been ordained.
common_voice_en_20505995.mp3,Brooke and Adam were runners-up.,Brooke and Adam weke runners - up.,Br8okf and Adsm were runners - up.,BDrookqe and Adaym were runners - up.,Brooke and Adam Cere rLn0ers - up.,Brooke and Adma weer runners - up.,Brooke and Adm were runne - up.,BrOoke and AdaM Were rUnners-up.,BBrrooookkee  aanndd  AAddaamm  wweerree  rruunnnneerrss--uupp..,Bro0ke and 4da3 w3r3 runners-up.,Brooke and Adam were runne rs-up.,BrⲞ𝜪kᴇ 𝑨nd Ad𝗔m were rʋnnᴇʀs-up.,rupert brooke and cristal were runners-up.,Brooke and Adam were,and runners-up. Adam were Brooke,Brooke and Adam raptus ecstasy were runners-up.,Brooke Ande Adam were runners - ip.,Brooke nd Adam were runners - up .,Brooke وال Adam were runners-up.,Brooke and https://t.co/sTxb Adam were runners-up. @R388,Brooke and Adam were runners-up.,Brooke and Adam finished second.,"And were they runners, they were brooks.",Brooke and Adam finished as the runners-up.
common_voice_en_21995831.mp3,Robert founded and patronised many religious establishments.,Ro6ekt founded and patronised many religious estab1i8hment8.,Robert Do Tnded and patronixeE many religious establishments.,RVoqbert fUocunded and patronised many religious establishments.,Robert founded and patronised many relAgiRus establinwm*nts.,Robert founded and aptroinsed mnay religious establishments.,Robert found and patronised any religious establishments.,RoBeRt fouNDed and patRoniSeD many ReligIous establishmentS.,RRoobbeerrtt  ffoouunnddeedd  aanndd  ppaattrroonniisseedd  mmaannyy  rreelliiggiioouuss  eessttaabblliisshhmmeennttss..,Robert found3d and patr0nis3d 3an4 r3ligious 3sta6lis43ents.,Robert founded and patroni sed many r eligi ous es tablis hmen ts.,Robert found𝙀d an𝔡 ℙatr𐐄Νis𝓔d many religious establish𝝡entｓ.,henry m robert institute and patronize many spiritual establishments.,Robert founded and patronised religious,establishments. many and patronised founded religious Robert,henry m robert Robert founded and patronised many base religious establishments.,Robert found and patronised many religion establishments.,Robert founded nd patronised many religious establishments .,Robert تاسس and patronised many religious establishments.,Robert founded https://t.co/qA8J and patronised many religious @1WE7 establishments.,Robert founded and patronised many religious Establishment'S.,Robert founded and promoted many religious institutions.,I know that many religious establishments have been founded and patronised by him,Robert was responsible for the establishment and maintenance of numerous religious institutions.
common_voice_en_19057756.mp3,Later Samuel Mills Damon would serve as minister of finance.,Latek Samuel Mills Oam0n would serve as minister of finance.,Later Samuel Mills Dam)n would serve as J7nister of flnancD.,Later Samuel MillRs Dam_on would serve as xmAinister of finance.,LatBr Sumnel Mills Damon Could serve as minister of finance.,Later Samuel Milsl Damon owuld serve as minister of finaenc.,ater Samuel Mills Damon would serve as initer of finne.,LaTeR SamuEL Mills DamOn wOuLd serVE as Minister of financE.,LLaatteerr  SSaammuueell  MMiillllss  DDaammoonn  wwoouulldd  sseerrvvee  aass  mmiinniisstteerr  ooff  ffiinnaannccee..,Later Samu3l Mills Da30n 30uld serve as 3inist3r 0f finance.,Later Samuel Mills Damon w ould serve  as m iniste r of f inan ce.,Late𝔯 Samuel Mills Da𝑴on w𝟶ul𝙳 se𝗿ve as mi𝓝is𝜯er of finanⅭe.,afterwards samuel grinder damon would dish up as minister of religion of finance.,Later Samuel Mills Damon would serve as of,Samuel Later Mills Damon of serve as minister would finance.,Later Samuel Mills Damon damon would serve help as minister of finance.,Later samuel Mills Damon would searve ar minister of finance.,latr Samuel Mills Damon would serve as minister of finance .,Later Samuel Mills Damon would serve as minister of finance.,Later https://t.co/5gMN Samuel Mills Damon would serve as minister of finance. @QjSn,Later Samuel Mills' Damon would serve as minister of finance.,Later Samuel Mills Damon was to become finance minister.,I think it would be well for him to serve as minister of finance later in,Samuel Mills Damon would eventually assume the role of finance minister.
common_voice_en_20178832.mp3,It is the largest of the Hispaniolan satellite islands.,It is the 1arge8t of the Hispaniolan 8ate1lite islands.,It is the largest of the Hispaniolan swtellkte Kzlands.,It is the $largespt of the SHispaniol+aOn satellite islands.,It is the largest of the vispanioT7n s5tejlite islands.,It is the largest of the Hispaniolan asetllite silnads.,It is the largest of the Hisanlan satellite islas.,It iS the lArgest of the HIspaNiOLan satEllItE islands.,IItt  iiss  tthhee  llaarrggeesstt  ooff  tthhee  HHiissppaanniioollaann  ssaatteelllliittee  iissllaannddss..,It is th3 lar93st 0f t4e Hispani0lan sat3llite islands.,It is the largest of the H ispaniolan  sate lliteisland s.,𐌉t is the largeЅt of thⅇ Hاsp𝒂niolan sat𐊆ll１te іs𐔦a𝗇𝒹s.,it is the prominent of the hispaniolan planet islands.,It is the of the Hispaniolan satellite islands.,satellite It the largest of the Hispaniolan is islands.,It is the largest it of the Hispaniolan satellite large islands.,It ist the largest of the Hispaniolan satelite islands.,It tis the largest of the Hispaniolan satellite islands .,It is the largest of the Hispaniolan satellite islands.,It is the largest of the Hispaniolan https://t.co/pziJ satellite @q4w4 islands.,It is Thee largest of the Hispaniolan satellite Island'S.,It is the largest of the Hispanic satellite islands.,It is the greatest of the Hispaniolan satellites.,The Hispaniolan satellite island is the largest among them.
