path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_22247958.mp3,"After the Second World War, they were succeeded by the Calgary Stampeders.","After the 8ec0nd Wok1d War, they were succeeded by the Ga1gaky Stampeders.","AfGeD the SRvind Sorle War, 4h#y @eFe succeeded by the CZlgs%y Stampeders.","After the Second 3Wo5rld War, tBh8ey webrre sPuccZejeWded by the CaglmgaTry 0StxampeXderJs.","AftAQ the Aecn4d W$*ld War, they were sXpcezdel by the Ca1Wa6y Sta3!Hrers.","Atfre the Second Owlrd War, htye erwe succeeded by the Calgayr Stamdpeser.","ftr the con World War, te ee ceded by the Calgary Stamds.","AfTeR THe Second World War, They WEre suCcEEdEd BY ThE CALgArY StAMpeDers.","AAAAfffftttteeeerrrr    tttthhhheeee    SSSSeeeeccccoooonnnndddd    WWWWoooorrrrlllldddd    WWWWaaaarrrr,,,,    tttthhhheeeeyyyy    wwwweeeerrrreeee    ssssuuuucccccccceeeeeeeeddddeeeedddd    bbbbyyyy    tttthhhheeee    CCCCaaaallllggggaaaarrrryyyy    SSSSttttaaaammmmppppeeeeddddeeeerrrrssss....","After t4e Second W0rld War, t4ey 33r3 succ3ed3d 6y t43 0al9ar4 Sta3ped3rs.","Afte r th e Sec ond  Worl d War , theywer esuc cee d ed  b y th e  Ca lgary Stamp ed e r s.","After 𝞽h𝙴 Se𐊢on𝖉 W𝘖rld Wa𝕣, ⟙heᎩ w𝑬Re succeꭼded 𝔹𝘺 Ⲧн𑢮 𝑪alg𝞐𝓇y Sta𝙼peᴅЕℛs.","later on the second base cosmos War, they were come through by the calgary Stampeders.",the Second they were succeeded Calgary Stampeders.,"After the Second succeeded War, they by Calgary Stampeders. the World were","After come through the calgary worldly concern Second World War, they later on were succeeded by the Calgary Stampeders.","After thes Secone Word War, ther were secceded xby the Calgary Stampeders.","After tha Second World War , dey were succeeded by tha Calgary Stampeders .","After ال Second World War, they were succeeded by the Calgary Stampeders.","After the Second World @j8BVJtms War, https://t.co/XkIHRdmK they were succeeded by the Calgary Stampeders.","After Thee Second World Warr, they were succeeded Bae Thee Calgary Stampeders.","After World War II, they were replaced by the Calgary Stampeders.",They were followed by the Calgary Stampeders after the Second World War.,The Calgary Stampeders took over after the Second World War.
common_voice_en_22737734.mp3,It is the most common letter in starting and ending position.,It is the most cummun letter in starting and endin9 position.,It is the m*sY common l$$$er in dtwrY(ng and eMdimF poZL^iln.,It is the m)os5t GcommUoVn l@eHt&ter in starting and @endiVnYg povsTiLti_on.,It is the mo4I lo3mrn set5e0 in AttC8ing and endcHn position.,It is the omts cmmono lteert in tsratgin and endign position.,It is the ot common etr in strg and ndi pton.,It iS tHe MOst common LettEr IN STARting AND endiNg posItioN.,IIIItttt    iiiissss    tttthhhheeee    mmmmoooosssstttt    ccccoooommmmmmmmoooonnnn    lllleeeetttttttteeeerrrr    iiiinnnn    ssssttttaaaarrrrttttiiiinnnngggg    aaaannnndddd    eeeennnnddddiiiinnnngggg    ppppoooossssiiiittttiiiioooonnnn....,It is the m0st co330n l3tter in starting and 3ndin9 p0sition.,It i s th e mos t c ommon  lett er in s tar ti ngand en di ng p o sit ion.,It is t𝖍e m𝚶st c𝛔mᎷo𝘯 Leτt𝘌г in startin𝐆 and ending Ρosit𝘭ℴn.,information technology is the most park letter of the alphabet in get and cease position.,It is the common ending position.,in is the most common ending It starting position. and letter,It terminate is the most uncouth common cease letter in letter of the alphabet starting and ending position.,Is is the moste common litter in sterting and ending posstion.,It tis tha most common letter in starting nd ending position .,It is la most common letter in startar and ending position.,It https://t.co/gdI5O8HC is the most common letter in starting and ending @XaNy6KJf position.,It is Thee most common letter in starting and ending position.,It is the most common letter in start and end positions.,It is the most common letter in starting and ending position.,It is the letter that starts and finishes with the most frequency.
common_voice_en_22783501.mp3,"In Rome, the goddess Stimula was identified as Semele.","1n Rome, the goddess Stimula wa8 identified a8 Semele.","In $oJe, the godCeZD Qr&mula was KdentuciRd as Sem$<d.","In RBomme, the gojdqdJess TSt_imulma was dident3iBfized as SemWeAlle.","In (omG, the goGde5T 0timgl9 was idUfZifi!d as SimesY.","In Reom, the gdoedss Tsmiual was dietniifde as Seemle.","In om, the dess Stil was iniied as Sml.","In ROme, tHE gOddess STimuLA wAS IdEnTIfieD aS SEmele.","IIIInnnn    RRRRoooommmmeeee,,,,    tttthhhheeee    ggggooooddddddddeeeessssssss    SSSSttttiiiimmmmuuuullllaaaa    wwwwaaaassss    iiiiddddeeeennnnttttiiiiffffiiiieeeedddd    aaaassss    SSSSeeeemmmmeeeelllleeee....","In Rome, t43 g0ddess 5timula 3as identified as 5333l3.","In R ome,  thegod dessStimu la waside nt ifi eda sSe mele . ","In Rﮦ𝑀𝐸, the 𝙂o𝔇𝔻ess ｓtimulα w𝔸s 𝗅Ꭰ𑢦n𝜯iꓝie𝚍 as SⴹmＥle.","inch Rome, the goddess Stimula was name as Semele.","In Rome, the as Semele.","goddess the Stimula identified Rome, was In as Semele.","in in in In Rome, the goddess Stimula was identified as in Semele.","Inng Room, the goddes Stimula was identify ase Semele.","In Rome , tha goddess Stimula wuz identified as Semele .","In Rome, la goddess Stimula था identifierat as Semele.","https://t.co/9Ei2uhdv In Rome, the goddess @4TZj1fHh Stimula was identified as Semele.","Inn Rolm, Thee goddess Stimula was identified as Semele.",In Rome the goddess Stimula was identified as Semele.,"In Rome, the goddess Stimula was so identified as Semele.",The goddess Stimula was referred to as Semele in Rome.
common_voice_en_23685905.mp3,Integrative Thinking is influenced by and connected to a number of intellectual traditions.,Integrative Thinrin9 i8 influenced 6y and connected t0 a number of inte11ectoa1 traditions.,KgFeYrat8ve Tg&noJng is influenced by and vInJecged to a numG4% of khtRllechuZl t5adKtJonC.,NI(nctWegrativxe Thinking is DinfwlueVncekd by and cEonnfetc$ted to a 6numrbeZr of inptlellecPtZuaEl tHrjad1i+tions.,IntUgr!miKM sLin5lng is incl)ev^ed by and cP&Se8ted to a num^si of iLgellecFc#l traditions.,Integrative Htkinign is ifnluncede by and oncnected to a unembr of itenlelctaul taridtnios.,tegriv hini is iluene by and necte to a ube of intellectual tradns.,InTEgrATIve THinKiNg iS InFLueNceD by and COnNecTed tO A nuMbeR of iNteLleCtUal TradItIons.,IIIInnnntttteeeeggggrrrraaaattttiiiivvvveeee    TTTThhhhiiiinnnnkkkkiiiinnnngggg    iiiissss    iiiinnnnfffflllluuuueeeennnncccceeeedddd    bbbbyyyy    aaaannnndddd    ccccoooonnnnnnnneeeecccctttteeeedddd    ttttoooo    aaaa    nnnnuuuummmmbbbbeeeerrrr    ooooffff    iiiinnnntttteeeelllllllleeeeccccttttuuuuaaaallll    ttttrrrraaaaddddiiiittttiiiioooonnnnssss....,Integrative T4inkin9 is influenc3d 64 and c0nn3ct3d to a num63r 0f int3ll3ctual traditi0ns.,Inte grat ive T hin kingis in fluence d b yand  co n ne ct ed t o  anumber of i nt e l lect ual trad it ions.,𝗜ntℰgraΤiv⋿ TΗink˛ng is infl𖽂en⊂e𝗗 ｂᎩ 𝖆nd ꮯ𐔖nnec𝒕ed to a 𝑁umbe𝚛 ᴑf intell𑢦c𝜏u𝕬l 𝕋ᚱaꓒ𐊊tioⲚ𝘚.,integrative guess is charm by and tie to a routine of rational traditions.,is influenced by number traditions.,Integrative by connected influenced number and is to a intellectual of Thinking traditions.,Integrative Thinking rational is thought influenced by noetic thought and connected to a number of intellectual traditions.,Integrative Thinking ai indlunced Bye. and coneccted to as numbr of intellectual traditions.,Integrative Thinking tis influenced by nd connected tuh a nmbr of intellectual traditions .,Integrative Thinking is influenced by and connected to a tal of intellectual traditions.,Integrative Thinking is influenced by and connected to a number of @dMuhtFaf https://t.co/BREjthvL intellectual traditions.,Integrative Thinking is influenced Buy and connected to a number of intellectual traditions.,Integrative thinking is influenced and linked to a number of intellectual traditions.,I think it is the influence and the concomitant of many intellectual traditions.,Integrative Thinking is connected to and influenced by various intellectual traditions.
common_voice_en_23738387.mp3,This sort of interference was rare at the time.,Thi8 sort of interference wa8 rare at the time.,TNic Qodt of inte4BerwnVf was rare at the tOje.,T0hics 4sor)t of cint!erzfer$ebnce was TraOre at the time.,This #o8t of 0nt2rf(r)ncf was rar1 at the tib@.,Htsi ostr of nietfrrenece was arer at the time.,Ti sort of nerfnce was ae at the te.,ThIs sort OF inTerFereNce WAS RARE at the TImE.,TTTThhhhiiiissss    ssssoooorrrrtttt    ooooffff    iiiinnnntttteeeerrrrffffeeeerrrreeeennnncccceeee    wwwwaaaassss    rrrraaaarrrreeee    aaaatttt    tttthhhheeee    ttttiiiimmmmeeee....,This sort 0f int3rf3r3nc3 3as rare at t43 ti3e.,This  sor t ofint erfer encewas rar e a tthe  ti m e. ,𝙩𝙝ᛁs sor𝘛 of inᎢ𝙴𝖗f𑢦ᚱence wᴀＳ rare at the tim𑢮.,This classify of incumbrance was rarefied at the time.,sort of interference rare at time.,time. sort of the was rare at interference This,This sieve sort of impediment interference was hindrance rare at the hindrance time.,Thies short of interference ist rare at the tiime.,This sorta interference wuz rare at tha tyme .,This فرز of interference was rare at the time.,https://t.co/xGtAoGZg This sort of interference was rare at the @OZMzkZI7 time.,This' sort of interference was Reher at Thee time.,This kind of interference was rare back then.,This sort of interference was rare at the time.,Such interference was infrequent during that period.
common_voice_en_23773242.mp3,The Hunte River runs through the district from south to north.,The Honte Rivek runs thr0o9h the district from 80uth to n0kth.,The Hunte River rhnc tUroiVh the d8sttidR fgok south to MKrth.,The H1unt*e River Rruuns through the district 4frbom soHut1h to nroYrth.,The Hunte RivuM s6ns through the Ii5tXic@ fr$T south to e#rth.,The Nhute River ursn hrtouhg the district rofm south to nothr.,The nte ive runs through the istt from sth to oth.,ThE HunTe RIveR runs tHrouGH tHE DIStrict FRoM sOutH to north.,TTTThhhheeee    HHHHuuuunnnntttteeee    RRRRiiiivvvveeeerrrr    rrrruuuunnnnssss    tttthhhhrrrroooouuuugggghhhh    tttthhhheeee    ddddiiiissssttttrrrriiiicccctttt    ffffrrrroooommmm    ssssoooouuuutttthhhh    ttttoooo    nnnnoooorrrrtttthhhh....,The Hunte Riv3r runs t4rou94 t43 district fr0m s0ut4 t0 n0rt4.,TheHunt e Riv errunsthrou gh thedis tr ict  fr o mso utht o n orth.,Ｔhe H𐓶nte ｒiveᖇ ru𝘯s ⟙hrou𝙜𝗁 𝛕𝗁e 𝑫𝐈strƖᑕt ℱroⲘ souꓔℎ tο 𝑛ortһ.,The Hunte river work through the territory from dixieland to north.,Hunte River runs district from to,district the River Hunte through runs The from south north. to,zona zone The Hunte River runs through trial the district from south trial to north.,The Hunte River runs through 5the disrict frome soulth o north.,The Hunte River runs thru tha district frm south tuh north .,The Hunte River runs through the district from south to north.,The @5YTPe5DB Hunte River runs through the district from south to https://t.co/rJcuT5p3 north.,Thee Hunte River runs Threw Thee district Frum south to north.,The Hunte flows through the county from south to north.,The Hunte River runs through the districts from south to north.,"From the south to the north, the Hunte River flows through the district."
common_voice_en_23800434.mp3,"It borders also with the city of Anyama, located few kilometers in the north.","It borders also with the city of Anyama, 10cated few kilometers in the north.","It bPrde5e zlAo with the SiYy of AbyZ<a, ,ocS$ed few ki>oheteDd in the nKrtN.","It Ybokrdetrs Zaleso wPiwth the cistVy of Anyama, 3loc&aFted few k#ilNoKmetemrs in the noSrWth.","It 0!$ders 7lmo &9th the )imy of Anyama, vocaFeX few ki9ocwrers in the vortr.","It oberdrs laos with the itcy of Aynmaa, locatde few kloimeters in the nothr.","It rdrs ao wh the city of Ama, cate few klotes in the noh.","It BOrDErs also with tHe cITy Of ANyamA, LOCaTed fEw KIlOmeTERS in tHE nOrTh.","IIIItttt    bbbboooorrrrddddeeeerrrrssss    aaaallllssssoooo    wwwwiiiitttthhhh    tttthhhheeee    cccciiiittttyyyy    ooooffff    AAAAnnnnyyyyaaaammmmaaaa,,,,    llllooooccccaaaatttteeeedddd    ffffeeeewwww    kkkkiiiilllloooommmmeeeetttteeeerrrrssss    iiiinnnn    tttthhhheeee    nnnnoooorrrrtttthhhh....","It b0rders also wit4 t43 city 0f An4a3a, locat3d f33 kil033t3rs in th3 nort4.","It b orde rs al sowiththe c ity ofAny am a,loc a te dfewk ilo meters in t he n orth .",𝐢t bordeℛs also wiⲦh the city ھꓝ An𝚼am𝞐؍ 𐔦ocaᎢe𝒅 𐊇e𝖶 kilomete𝕣s 𝚒n t𝙃Ε 𝚗orth.,"it butt likewise with the urban center of Anyama, turn up few kilometre in the north.","It with the city of Anyama, located kilometers the north.","It kilometers also Anyama, few city the with located of borders in the north.","It borders perimeter also with the settle city of settle Anyama, located few kilometers metropolis in the north.","It''s borders also wirh tte ciry oh Anyama, located few kilometers and tha north.","It borders also wiv tha city of Anyama , located few kilometers in tha north .","It الحدود also with the city of Anyama, located few kilometers in la north.","It borders also with @eXYnETxI the city of Anyama, https://t.co/JjA3A2wm located few kilometers in the north.","It borders also with the city of Anyama, located few Kilometres in Thee north.","It is also bordered by the town of Anyama, a few kilometres to the north.","It borders also with the town of Anyama, Within a few miles of the north.","It shares borders with the city of Anyama, which is located a few kilometers north of it."
common_voice_en_23860468.mp3,"All students must complete two J-Term courses, including one during their freshman year.","All 8todent8 mo8t cump1ete two J - Term c0orse8, inc1odin9 one during their fke8hman year.","All QtuFrntc muX% complete two J - Term ciIrsez, inFluwiHN one duglHg their E5eshmsM jeXr.","All students Ym9ust cosm7plRetNe two J - zT6erm coSu9rsens, including one Wdu7rIing their 2fNrelshmdan ye_aDr.","All students must cUm9leGY two J - AUrm bOurPes, including one UwrUng qhe$r OreOhZa^ )eaK.","All stduenst must complete two J - Trme ocrusse, inlcdungi one diurgn their freshman year.","All sdet must olee two J - er rses, icudi one urn their rshm year.","AlL stUDEnts MusT CompLeTe Two J-Term couRSEs, iNcLudINg one DURinG theiR FrESHMaN year.","AAAAllllllll    ssssttttuuuuddddeeeennnnttttssss    mmmmuuuusssstttt    ccccoooommmmpppplllleeeetttteeee    ttttwwwwoooo    JJJJ----TTTTeeeerrrrmmmm    ccccoooouuuurrrrsssseeeessss,,,,    iiiinnnncccclllluuuuddddiiiinnnngggg    oooonnnneeee    dddduuuurrrriiiinnnngggg    tttthhhheeeeiiiirrrr    ffffrrrreeeesssshhhhmmmmaaaannnn    yyyyeeeeaaaarrrr....","All students 3ust complet3 t30 J-7er3 c0urses, includin9 0n3 durin9 t43ir fr3sh3an y3ar.","Allstud entsmus t com plete  two J- Ter mcou rse s ,in clud i ngone duringth e i r fr eshman y ea r.","All S𝘁𝔘ｄ𝙴𝒏𝙩S 𝑴usΤ c𝗼m𝚙le𝓣e two 𝐣-Term c𝛰urs⋿s, ⅼ𝓷𝒄l𑢸𝘿ing onＥ duᚱꓲ𐔓g Ꭲ𝓱Ꭼ𝝸ꓣ freshm𝚨𐔓 Ꭹe𝔄r𐩐","totally student mustiness thoroughgoing  J-Term courses, include unmatched during their starter year.","must complete two J-Term courses, including year.","two students must complete J-Term All during one including courses, their freshman year.","All students must complete scholar two J-Term courses, including one during their  fill in freshman include year.","All studends musted complite two I - Term concurse, including ohne during their freshman Jear.","All students must cmplte two J - Term courses , including one during their freshman yr .","All الطلبة must complete two J-Term courses, включая one during их freshman year.","All students @ZMUq98V6 must complete two J-Term courses, including one https://t.co/OaklnhEg during their freshman year.","Aul Students' must complete Too Jae-Term Course'S, including one during their freshman year.","All students must complete two J-semester courses, including one during their freshman year.","All students must attend two J-Term courses, one during their freshman year, and one during their sophomore year","Two J-Term courses are mandatory for all students, with one taking place during the freshman year."
common_voice_en_23908387.mp3,The sister portion of the town on the western outskirts is Zeselberg.,The sister p0kti0n of the town on the western outskirts i8 Zeselberg.,The Qist3f Oor6ioG of the toDB on the #fs6ern outCoi4tQ is sezSlbRrg.,The Ss&isteOr po3rftio$n of the troXwn on the NwTesteqrn o9utsNk)irtNs is ZezselbFearLg.,The snstl+ pprtjoQ of the qowZ on the wyst8rw kuMsGirt2 is JYCelbe+g.,The issrte proitno of the otnw on the ewestrn uotsikrts is Zesleergb.,The sse orto of the wn on the weer oukit is selbg.,ThE SisTer Portion of The TOWn On The wesTERn outSkiRTS iS ZEsELbeRG.,TTTThhhheeee    ssssiiiisssstttteeeerrrr    ppppoooorrrrttttiiiioooonnnn    ooooffff    tttthhhheeee    ttttoooowwwwnnnn    oooonnnn    tttthhhheeee    wwwweeeesssstttteeeerrrrnnnn    oooouuuuttttsssskkkkiiiirrrrttttssss    iiiissss    ZZZZeeeesssseeeellllbbbbeeeerrrrgggg....,The sister portion 0f t4e t03n 0n t4e 3est3rn 0utskirts is 23s3l6er9.,Thesist er po rti on of  thetown on  th ewes ter n  o ut skir t s i s Zeselberg .,ThE sis𝛕𝝚r p໐r𐊱io𝘯 of tᕼe toԝn on 𝖳he w𑢦s⟙ern ouᎢskiR𝐓s is ZesЕ𐑃b𝐄𝓇g.,The sis lot of the township on the westerly outskirt is Zeselberg.,The sister the outskirts is,The sister outskirts on the of portion the western town is Zeselberg.,The sister township circumstances portion circumstances of the fringe town on the western outskirts is Zeselberg.,Then sister portion of he down onf el wester outskirts is Zeselberg.,The sis portion of tha town on tha western outskirts tis Zeselberg .,The اختي portion of the town on de western outskirts is Zeselberg.,The sister portion of the @M1RshCbP town on the https://t.co/cYCoLB2K western outskirts is Zeselberg.,Thee Sr portion of the Towne Aune Thee western outskirts is Zeselberg.,The sister town on the western outskirts of the city is Zeselberg.,"Zeselberg is the sister of the town, and the western outskirts is Zeselberg.",Zeselberg is the sister town in the western outskirts.
common_voice_en_24016206.mp3,The state of the zeroth iteration represents the initial input.,The 8tate 0f the zeroth iteration kepke8ent8 the initial input.,The AtatS of the z3ro^B it2rQfi0n reprwzej4s the initial onlut.,The Qst5ate of the gzerqotjh uitteraftipon represents the inyiCtiZal inCpuzt.,The state of the t!2oth Otera8i4Z feFresedos the initjEy ifYut.,The steat of the zeroth eitartino rperesnets the niiatil niptu.,The stt of the zeroth terin ersent the niil put.,ThE StaTe OF tHe zerotH itERATioN REpresEnTS THe InItiAl inpUt.,TTTThhhheeee    ssssttttaaaatttteeee    ooooffff    tttthhhheeee    zzzzeeeerrrrooootttthhhh    iiiitttteeeerrrraaaattttiiiioooonnnn    rrrreeeepppprrrreeeesssseeeennnnttttssss    tttthhhheeee    iiiinnnniiiittttiiiiaaaallll    iiiinnnnppppuuuutttt....,The state 0f t43 z3r0t4 it3ration r3pr3s3nts t4e initial input.,Thestat e ofthe  zero th it eration  re pr ese nts th einit i alinput.,Th𝛦 s𝔱ate o𐊥 the ᴢerംtʜ i𝗍era𝞃ⅈo𝓷 repr𝜠𝓈𝞔Ｎts th𝙴 𝛊𝐧𝖎tial iⲚp⋃𝐓.,The department of state of the zeroth looping play the initial input.,state of the zeroth iteration represents initial input.,The zeroth of the state represents initial iteration the input.,looping The looping looping state be of the zeroth iteration represents the initial input.,THe stante jf thetwo zeroth iteration representes the initial input.,The st8 of tha zeroth iteration represents tha initial input .,The الدولة of the zeroth iteration represents the inicial input.,The https://t.co/kWAB44ba state @mGPqciZ9 of the zeroth iteration represents the initial input.,Thee state of Thee zeroth iteration represents Thee initial input.,The state of the zero iteration represents the original input.,The state of zeroth iteration is the initial input.,The zeroth iteration's state is the initial input.
common_voice_en_24505648.mp3,"And it was funny, 'cause people thought, 'Oh, another crazy woman.","And it wa8 funny, ' cao8e people thought, ' Oh, another cka2y w0man.","And it was fhnn^, ' SSuse )eoLlS thIKgut, ' Oh, aj(tner crwz% s)man.","And it was lf)unny, ' c_afuse Cpkeoople Uthbowught, ' Oh, VanoAthUer vcrazLy @wcoman.","And it was &uyny, ' cX4se pLo#l( rXougJt, ' Oh, anmahRr anazy NoSan.","And it was ufnny, ' acsue eoppel htuohgt, ' Oh, atnoehr cryaz woman.","And it was uny, ' use epe hout, ' Oh, ater caz wan.","AnD It Was FunNy, 'cauSe pEoPLE THOUght, 'Oh, AnOthEr cRazy womAN.","AAAAnnnndddd    iiiitttt    wwwwaaaassss    ffffuuuunnnnnnnnyyyy,,,,    ''''ccccaaaauuuusssseeee    ppppeeeeoooopppplllleeee    tttthhhhoooouuuugggghhhhtttt,,,,    ''''OOOOhhhh,,,,    aaaannnnooootttthhhheeeerrrr    ccccrrrraaaazzzzyyyy    wwwwoooommmmaaaannnn....","And it was funny, 'cause pe0pl3 th0u94t, '04, anoth3r craz4 w03an.","Andit w as fu nny , 'ca use p eople t hou gh t,'Oh ,  a no ther cra zy woman.","А𝗻d i⟙ 𝓌ꓮᏚ fuＮnyꓹ 'caꓴse pеopl𝙀 th𝖮u𝗚𝗵𝞃, '၀h, A𝔑o⊤her 𐔜ra𝙯𝔶 𝗐𝛔ma𝙣܁","And it was funny, 'cause citizenry thought, 'Oh, some other wild woman.","it was funny, 'cause thought, crazy woman.","funny, And another 'cause it people thought, 'Oh, was crazy woman.","And nutcase it was funny, 'cause citizenry people thought, 'Oh, nutcase another crazy nutcase woman.","End ity wad funny, ' couse people thouth, ' Oh, other creazy woman.","And it wuz funy , 'cause pplz thought , ' o , anuda crzy woman .","And it fu funny, 'cause लोग thought, 'Oh, another crazy woman.","And it was funny, 'cause @Ipd8ULRt people thought, https://t.co/ygugCZgc 'Oh, another crazy woman.","And it was funny, 'cause people thought, 'Eau, another crazy woman.","And it was funny, ""cause people were like,"" Oh, another crazy woman.","And it was funny, 'twas thought, 'Twas another madwoman.","People found it funny because they thought, ""This woman is just too crazy to be real."""
common_voice_en_24550214.mp3,He played for the San Jose Earthquakes of Major League Soccer.,He played for the San Jose Bakthqoare8 uf Major Lea9oe Soccer.,He (laydE for the San ioae FarthqkZJeC of Mqjkr League SoVDsr.,He played for the San JoGs#e LEa)rFthquaNkeRs of Maj5o6r QLeaa%gue SoGcc%ezr.,He #fayec for the San Jose Ea@Nhqu2k*s of 0+jor Lxagv^ Stccc@.,He plyaed for the San Ojes Aetrhquksae of Amjro Eluage Soccer.,He aed for the San Je Earthquakes of Mar aue Sce.,He pLayEd FOr The San Jose EArTHQUAKes of MAjOr LeaGUe Soccer.,HHHHeeee    ppppllllaaaayyyyeeeedddd    ffffoooorrrr    tttthhhheeee    SSSSaaaannnn    JJJJoooosssseeee    EEEEaaaarrrrtttthhhhqqqquuuuaaaakkkkeeeessss    ooooffff    MMMMaaaajjjjoooorrrr    LLLLeeeeaaaagggguuuueeee    SSSSoooocccccccceeeerrrr....,He played for th3 5an 9os3 3art4quakes 0f Ma7or 73a9u3 5occ3r.,He p laye d for  th e San  Jose  Earthq uak es  of  Ma j or  L eagu e  So ccer.,𝚮e play𝖤ᗞ foꓣ t𝑯e Sa𝘕 𝑱𝟶se e𝑎r𝐓hqՍa𝐾e𝓼 of 𐊰ajor 𐐛Εa𝓖ue Soccer܁,helium act as for the San Jose seism of major conference Soccer.,played for San Jose of Major League Soccer.,He League for Major the played Earthquakes of San Jose Soccer.,group discussion He conference john major played for helium the San Jose Earthquakes of Major League Soccer.,Hee played form the san Jose Earthquakes og Major Ligue Soccer.,He played fo` tha San Jose Earthquakes of Major League Soccer .,He لعبت for the San Jose Earthquakes of Major League Soccer.,He played for the San https://t.co/7FrJTZ6i Jose @7fTjK2nv Earthquakes of Major League Soccer.,Hee played for Thee San Jose Earthquake'S of Majer League Sochor.,He played for Major League Soccer's San Jose Earthquakes.,He played for the San Jose Earthquakes of Major League Soccer.,He was a member of the San Jose Earthquakes team in Major League Soccer.
common_voice_en_24622208.mp3,"The trail is open to hikers, bicyclers, and, in the near future, equestrians.","The tkai1 is open to hikers, bicyclers, and, in the neak fotoke, e9oe8tkian8.","The tfaii is oleM to hKjerx, bic7d?e4s, and, in the neS3 f7t^rF, eWIDstrjqns.","The gtr+ail is oNp5en to hirke3rJs, Zb)icycNlqers, and, in the nneaCr @futCur%e, equ9e5stzriZahns.","The trZio is p!en to nik+&s, 8iOac5ers, and, in the neml iuLuBe, KHuestrganJ.","The trail is pone to hiekrs, ibyccelsr, and, in the nare ufture, equsertiasn.","The tra is oe to krs, yclrs, and, in the nr ftu, strias.","The TrAIl is open to hIkerS, bIcyCLers, aND, In ThE NEAr fuTURE, equESTrIaNs.","TTTThhhheeee    ttttrrrraaaaiiiillll    iiiissss    ooooppppeeeennnn    ttttoooo    hhhhiiiikkkkeeeerrrrssss,,,,    bbbbiiiiccccyyyycccclllleeeerrrrssss,,,,    aaaannnndddd,,,,    iiiinnnn    tttthhhheeee    nnnneeeeaaaarrrr    ffffuuuuttttuuuurrrreeee,,,,    eeeeqqqquuuueeeessssttttrrrriiiiaaaannnnssss....","The trail is op3n t0 4ik3rs, 6ic4cl3rs, and, in th3 n3ar futur3, 3questrians.","Thetrai l isope n tohiker s, bicy cle rs , a nd, in  t he n e arfuture, equ es t r ians .","The ｔrail iᏚ oｐ𐊆𝑁 𝕿𝟘 h𝒾keꮁ𝖲‚ 𝑏icyclers， 𝝰𝒏d‚ 𝚕n the near 𐊥ꓴ𝞃u𝗿𝜠, equ𝖤striа𝔫s.","The hang back is exposed to hikers, bicyclers, and, in the come near future, equestrians.","The trail is bicyclers, and, the near equestrians.","The trail equestrians. open to hikers, bicyclers, future, the is near and, in","The open air open air drop behind trail is open to hikers, well nigh bicyclers, and, in the near future, equestrians.","They trial é oben so hikers, bicyclers, ve, ib the near futer, equestrians.","The trail tis open tuh hikers , bicyclers , nd , in tha near future , equestrians .","The درب is open to hikers, bicyclers, and, in the near future, equestrians.","The trail is open to https://t.co/bfgmAk72 hikers, bicyclers, and, in @TLwqzU3L the near future, equestrians.","Thee trail is open to hikers, bicyclers, and, Inn the Neer future, equestrians.","The path is open to hikers, cyclists and in the near future also riders.","The trail is open to hikers, bikers, and, in the near future, equestrians.","Those interested in hiking, cycling, or riding equestrians are all welcome to join us on the trail."
